area_name,area_code,date,deaths,rolling_sum,rolling_rate,age_band,age_lower,age_higher,population
London,E12000007,2021-09-09,3,10,3.6,70 - 74 years,70,74,280432
London,E12000007,2021-09-09,1,11,5.6,75 - 79 years,75,79,196419
London,E12000007,2021-09-09,3,19,12.6,80 - 84 years,80,84,150980
London,E12000007,2021-09-09,3,9,9.6,85 - 89 years,85,89,93808
London,E12000007,2021-09-09,5,19,32.4,90+ years,90,90,58672
London,E12000007,2021-09-08,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2021-09-08,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2021-09-08,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2021-09-08,0,0,0,15 - 19 years,15,19,474456
London,E12000007,2021-09-08,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2021-09-08,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2021-09-08,0,0,0,30 - 34 years,30,34,822084
London,E12000007,2021-09-08,0,0,0,35 - 39 years,35,39,779934
London,E12000007,2021-09-08,0,1,0.1,40 - 44 years,40,44,677463
London,E12000007,2021-09-08,1,4,0.7,45 - 49 years,45,49,598535
London,E12000007,2021-09-08,0,3,0.5,50 - 54 years,50,54,569938
London,E12000007,2021-09-08,3,10,2,55 - 59 years,55,59,508722
London,E12000007,2021-09-08,0,6,1.5,60 - 64 years,60,64,405576
London,E12000007,2021-09-08,1,7,2.2,65 - 69 years,65,69,318142
London,E12000007,2021-09-08,1,9,3.2,70 - 74 years,70,74,280432
London,E12000007,2021-09-08,1,12,6.1,75 - 79 years,75,79,196419
London,E12000007,2021-09-08,2,17,11.3,80 - 84 years,80,84,150980
London,E12000007,2021-09-08,1,8,8.5,85 - 89 years,85,89,93808
London,E12000007,2021-09-08,3,15,25.6,90+ years,90,90,58672
London,E12000007,2021-09-07,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2021-09-07,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2021-09-07,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2021-09-07,0,0,0,15 - 19 years,15,19,474456
London,E12000007,2021-09-07,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2021-09-07,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2021-09-07,0,0,0,30 - 34 years,30,34,822084
London,E12000007,2021-09-07,0,0,0,35 - 39 years,35,39,779934
London,E12000007,2021-09-07,0,2,0.3,40 - 44 years,40,44,677463
London,E12000007,2021-09-07,0,3,0.5,45 - 49 years,45,49,598535
London,E12000007,2021-09-07,0,4,0.7,50 - 54 years,50,54,569938
London,E12000007,2021-09-07,0,7,1.4,55 - 59 years,55,59,508722
London,E12000007,2021-09-07,0,7,1.7,60 - 64 years,60,64,405576
London,E12000007,2021-09-07,1,7,2.2,65 - 69 years,65,69,318142
London,E12000007,2021-09-07,2,8,2.9,70 - 74 years,70,74,280432
London,E12000007,2021-09-07,1,13,6.6,75 - 79 years,75,79,196419
London,E12000007,2021-09-07,2,15,9.9,80 - 84 years,80,84,150980
London,E12000007,2021-09-07,2,8,8.5,85 - 89 years,85,89,93808
London,E12000007,2021-09-07,3,16,27.3,90+ years,90,90,58672
London,E12000007,2021-09-06,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2021-09-06,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2021-09-06,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2021-09-06,0,1,0.2,15 - 19 years,15,19,474456
London,E12000007,2021-09-06,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2021-09-06,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2021-09-06,0,0,0,30 - 34 years,30,34,822084
London,E12000007,2021-09-06,0,1,0.1,35 - 39 years,35,39,779934
London,E12000007,2021-09-06,0,2,0.3,40 - 44 years,40,44,677463
London,E12000007,2021-09-06,0,3,0.5,45 - 49 years,45,49,598535
London,E12000007,2021-09-06,1,4,0.7,50 - 54 years,50,54,569938
London,E12000007,2021-09-06,2,9,1.8,55 - 59 years,55,59,508722
London,E12000007,2021-09-06,3,7,1.7,60 - 64 years,60,64,405576
London,E12000007,2021-09-06,2,6,1.9,65 - 69 years,65,69,318142
London,E12000007,2021-09-06,0,6,2.1,70 - 74 years,70,74,280432
London,E12000007,2021-09-06,3,15,7.6,75 - 79 years,75,79,196419
London,E12000007,2021-09-06,2,15,9.9,80 - 84 years,80,84,150980
London,E12000007,2021-09-06,1,7,7.5,85 - 89 years,85,89,93808
London,E12000007,2021-09-06,1,15,25.6,90+ years,90,90,58672
London,E12000007,2021-09-05,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2021-09-05,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2021-09-05,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2021-09-05,0,1,0.2,15 - 19 years,15,19,474456
London,E12000007,2021-09-05,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2021-09-05,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2021-09-05,0,0,0,30 - 34 years,30,34,822084
London,E12000007,2021-09-05,0,1,0.1,35 - 39 years,35,39,779934
London,E12000007,2021-09-05,1,2,0.3,40 - 44 years,40,44,677463
London,E12000007,2021-09-05,1,3,0.5,45 - 49 years,45,49,598535
London,E12000007,2021-09-05,0,3,0.5,50 - 54 years,50,54,569938
London,E12000007,2021-09-05,0,7,1.4,55 - 59 years,55,59,508722
London,E12000007,2021-09-05,1,5,1.2,60 - 64 years,60,64,405576
London,E12000007,2021-09-05,0,5,1.6,65 - 69 years,65,69,318142
London,E12000007,2021-09-05,0,7,2.5,70 - 74 years,70,74,280432
London,E12000007,2021-09-05,1,14,7.1,75 - 79 years,75,79,196419
London,E12000007,2021-09-05,5,13,8.6,80 - 84 years,80,84,150980
London,E12000007,2021-09-05,0,6,6.4,85 - 89 years,85,89,93808
London,E12000007,2021-09-05,2,17,29,90+ years,90,90,58672
London,E12000007,2021-09-04,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2021-09-04,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2021-09-04,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2021-09-04,0,1,0.2,15 - 19 years,15,19,474456
London,E12000007,2021-09-04,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2021-09-04,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2021-09-04,0,0,0,30 - 34 years,30,34,822084
London,E12000007,2021-09-04,0,1,0.1,35 - 39 years,35,39,779934
London,E12000007,2021-09-04,0,1,0.1,40 - 44 years,40,44,677463
London,E12000007,2021-09-04,0,2,0.3,45 - 49 years,45,49,598535
London,E12000007,2021-09-04,0,4,0.7,50 - 54 years,50,54,569938
London,E12000007,2021-09-04,1,7,1.4,55 - 59 years,55,59,508722
London,E12000007,2021-09-04,0,4,1,60 - 64 years,60,64,405576
London,E12000007,2021-09-04,0,5,1.6,65 - 69 years,65,69,318142
London,E12000007,2021-09-04,2,8,2.9,70 - 74 years,70,74,280432
London,E12000007,2021-09-04,0,16,8.1,75 - 79 years,75,79,196419
London,E12000007,2021-09-04,3,9,6,80 - 84 years,80,84,150980
London,E12000007,2021-09-04,0,7,7.5,85 - 89 years,85,89,93808
London,E12000007,2021-09-04,2,15,25.6,90+ years,90,90,58672
London,E12000007,2021-09-03,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2021-09-03,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2021-09-03,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2021-09-03,0,1,0.2,15 - 19 years,15,19,474456
London,E12000007,2021-09-03,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2021-09-03,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2021-09-03,0,0,0,30 - 34 years,30,34,822084
London,E12000007,2021-09-03,0,1,0.1,35 - 39 years,35,39,779934
London,E12000007,2021-09-03,0,1,0.1,40 - 44 years,40,44,677463
London,E12000007,2021-09-03,2,2,0.3,45 - 49 years,45,49,598535
London,E12000007,2021-09-03,0,4,0.7,50 - 54 years,50,54,569938
London,E12000007,2021-09-03,3,7,1.4,55 - 59 years,55,59,508722
London,E12000007,2021-09-03,1,4,1,60 - 64 years,60,64,405576
London,E12000007,2021-09-03,2,7,2.2,65 - 69 years,65,69,318142
London,E12000007,2021-09-03,2,9,3.2,70 - 74 years,70,74,280432
London,E12000007,2021-09-03,4,18,9.2,75 - 79 years,75,79,196419
London,E12000007,2021-09-03,2,8,5.3,80 - 84 years,80,84,150980
London,E12000007,2021-09-03,2,11,11.7,85 - 89 years,85,89,93808
London,E12000007,2021-09-03,3,13,22.2,90+ years,90,90,58672
London,E12000007,2021-09-02,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2021-09-02,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2021-09-02,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2021-09-02,0,1,0.2,15 - 19 years,15,19,474456
London,E12000007,2021-09-02,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2021-09-02,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2021-09-02,0,0,0,30 - 34 years,30,34,822084
London,E12000007,2021-09-02,0,1,0.1,35 - 39 years,35,39,779934
London,E12000007,2021-09-02,0,2,0.3,40 - 44 years,40,44,677463
London,E12000007,2021-09-02,0,0,0,45 - 49 years,45,49,598535
London,E12000007,2021-09-02,2,4,0.7,50 - 54 years,50,54,569938
London,E12000007,2021-09-02,1,4,0.8,55 - 59 years,55,59,508722
London,E12000007,2021-09-02,1,4,1,60 - 64 years,60,64,405576
London,E12000007,2021-09-02,1,8,2.5,65 - 69 years,65,69,318142
London,E12000007,2021-09-02,2,7,2.5,70 - 74 years,70,74,280432
London,E12000007,2021-09-02,2,15,7.6,75 - 79 years,75,79,196419
London,E12000007,2021-09-02,1,7,4.6,80 - 84 years,80,84,150980
London,E12000007,2021-09-02,2,10,10.7,85 - 89 years,85,89,93808
London,E12000007,2021-09-02,1,13,22.2,90+ years,90,90,58672
London,E12000007,2021-09-01,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2021-09-01,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2021-09-01,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2021-09-01,0,1,0.2,15 - 19 years,15,19,474456
London,E12000007,2021-09-01,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2021-09-01,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2021-09-01,0,0,0,30 - 34 years,30,34,822084
London,E12000007,2021-09-01,0,1,0.1,35 - 39 years,35,39,779934
London,E12000007,2021-09-01,1,2,0.3,40 - 44 years,40,44,677463
London,E12000007,2021-09-01,0,0,0,45 - 49 years,45,49,598535
London,E12000007,2021-09-01,1,2,0.4,50 - 54 years,50,54,569938
London,E12000007,2021-09-01,0,3,0.6,55 - 59 years,55,59,508722
London,E12000007,2021-09-01,1,3,0.7,60 - 64 years,60,64,405576
London,E12000007,2021-09-01,1,8,2.5,65 - 69 years,65,69,318142
London,E12000007,2021-09-01,0,5,1.8,70 - 74 years,70,74,280432
London,E12000007,2021-09-01,2,16,8.1,75 - 79 years,75,79,196419
London,E12000007,2021-09-01,0,9,6,80 - 84 years,80,84,150980
London,E12000007,2021-09-01,1,11,11.7,85 - 89 years,85,89,93808
London,E12000007,2021-09-01,4,15,25.6,90+ years,90,90,58672
London,E12000007,2021-08-31,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2021-08-31,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2021-08-31,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2021-08-31,1,1,0.2,15 - 19 years,15,19,474456
London,E12000007,2021-08-31,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2021-08-31,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2021-08-31,0,0,0,30 - 34 years,30,34,822084
London,E12000007,2021-08-31,1,2,0.3,35 - 39 years,35,39,779934
London,E12000007,2021-08-31,0,1,0.1,40 - 44 years,40,44,677463
London,E12000007,2021-08-31,0,0,0,45 - 49 years,45,49,598535
London,E12000007,2021-08-31,0,1,0.2,50 - 54 years,50,54,569938
London,E12000007,2021-08-31,2,3,0.6,55 - 59 years,55,59,508722
London,E12000007,2021-08-31,0,2,0.5,60 - 64 years,60,64,405576
London,E12000007,2021-08-31,0,9,2.8,65 - 69 years,65,69,318142
London,E12000007,2021-08-31,0,6,2.1,70 - 74 years,70,74,280432
London,E12000007,2021-08-31,3,15,7.6,75 - 79 years,75,79,196419
London,E12000007,2021-08-31,2,13,8.6,80 - 84 years,80,84,150980
London,E12000007,2021-08-31,1,11,11.7,85 - 89 years,85,89,93808
London,E12000007,2021-08-31,2,11,18.7,90+ years,90,90,58672
London,E12000007,2021-08-30,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2021-08-30,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2021-08-30,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2021-08-30,0,0,0,15 - 19 years,15,19,474456
London,E12000007,2021-08-30,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2021-08-30,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2021-08-30,0,1,0.1,30 - 34 years,30,34,822084
London,E12000007,2021-08-30,0,1,0.1,35 - 39 years,35,39,779934
London,E12000007,2021-08-30,0,1,0.1,40 - 44 years,40,44,677463
London,E12000007,2021-08-30,0,0,0,45 - 49 years,45,49,598535
London,E12000007,2021-08-30,0,1,0.2,50 - 54 years,50,54,569938
London,E12000007,2021-08-30,0,2,0.4,55 - 59 years,55,59,508722
London,E12000007,2021-08-30,1,2,0.5,60 - 64 years,60,64,405576
London,E12000007,2021-08-30,1,9,2.8,65 - 69 years,65,69,318142
London,E12000007,2021-08-30,1,6,2.1,70 - 74 years,70,74,280432
London,E12000007,2021-08-30,2,13,6.6,75 - 79 years,75,79,196419
London,E12000007,2021-08-30,0,11,7.3,80 - 84 years,80,84,150980
London,E12000007,2021-08-30,0,13,13.9,85 - 89 years,85,89,93808
London,E12000007,2021-08-30,3,12,20.5,90+ years,90,90,58672
London,E12000007,2021-08-29,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2021-08-29,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2021-08-29,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2021-08-29,0,0,0,15 - 19 years,15,19,474456
London,E12000007,2021-08-29,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2021-08-29,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2021-08-29,0,1,0.1,30 - 34 years,30,34,822084
London,E12000007,2021-08-29,0,2,0.3,35 - 39 years,35,39,779934
London,E12000007,2021-08-29,0,1,0.1,40 - 44 years,40,44,677463
London,E12000007,2021-08-29,0,0,0,45 - 49 years,45,49,598535
London,E12000007,2021-08-29,1,1,0.2,50 - 54 years,50,54,569938
London,E12000007,2021-08-29,0,4,0.8,55 - 59 years,55,59,508722
London,E12000007,2021-08-29,0,1,0.2,60 - 64 years,60,64,405576
London,E12000007,2021-08-29,0,9,2.8,65 - 69 years,65,69,318142
London,E12000007,2021-08-29,1,8,2.9,70 - 74 years,70,74,280432
London,E12000007,2021-08-29,3,14,7.1,75 - 79 years,75,79,196419
London,E12000007,2021-08-29,1,13,8.6,80 - 84 years,80,84,150980
London,E12000007,2021-08-29,1,13,13.9,85 - 89 years,85,89,93808
London,E12000007,2021-08-29,0,12,20.5,90+ years,90,90,58672
London,E12000007,2021-08-28,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2021-08-28,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2021-08-28,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2021-08-28,0,0,0,15 - 19 years,15,19,474456
London,E12000007,2021-08-28,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2021-08-28,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2021-08-28,0,1,0.1,30 - 34 years,30,34,822084
London,E12000007,2021-08-28,0,2,0.3,35 - 39 years,35,39,779934
London,E12000007,2021-08-28,0,1,0.1,40 - 44 years,40,44,677463
London,E12000007,2021-08-28,0,2,0.3,45 - 49 years,45,49,598535
London,E12000007,2021-08-28,0,0,0,50 - 54 years,50,54,569938
London,E12000007,2021-08-28,1,5,1,55 - 59 years,55,59,508722
London,E12000007,2021-08-28,0,2,0.5,60 - 64 years,60,64,405576
London,E12000007,2021-08-28,2,10,3.1,65 - 69 years,65,69,318142
London,E12000007,2021-08-28,3,8,2.9,70 - 74 years,70,74,280432
London,E12000007,2021-08-28,2,12,6.1,75 - 79 years,75,79,196419
London,E12000007,2021-08-28,2,14,9.3,80 - 84 years,80,84,150980
London,E12000007,2021-08-28,4,14,14.9,85 - 89 years,85,89,93808
London,E12000007,2021-08-28,0,14,23.9,90+ years,90,90,58672
London,E12000007,2021-08-27,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2021-08-27,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2021-08-27,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2021-08-27,0,0,0,15 - 19 years,15,19,474456
London,E12000007,2021-08-27,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2021-08-27,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2021-08-27,0,1,0.1,30 - 34 years,30,34,822084
London,E12000007,2021-08-27,0,2,0.3,35 - 39 years,35,39,779934
London,E12000007,2021-08-27,1,1,0.1,40 - 44 years,40,44,677463
London,E12000007,2021-08-27,0,2,0.3,45 - 49 years,45,49,598535
London,E12000007,2021-08-27,0,0,0,50 - 54 years,50,54,569938
London,E12000007,2021-08-27,0,4,0.8,55 - 59 years,55,59,508722
London,E12000007,2021-08-27,1,3,0.7,60 - 64 years,60,64,405576
London,E12000007,2021-08-27,3,9,2.8,65 - 69 years,65,69,318142
London,E12000007,2021-08-27,0,6,2.1,70 - 74 years,70,74,280432
London,E12000007,2021-08-27,1,12,6.1,75 - 79 years,75,79,196419
London,E12000007,2021-08-27,1,13,8.6,80 - 84 years,80,84,150980
London,E12000007,2021-08-27,1,12,12.8,85 - 89 years,85,89,93808
London,E12000007,2021-08-27,3,19,32.4,90+ years,90,90,58672
London,E12000007,2021-08-26,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2021-08-26,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2021-08-26,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2021-08-26,0,0,0,15 - 19 years,15,19,474456
London,E12000007,2021-08-26,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2021-08-26,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2021-08-26,0,2,0.2,30 - 34 years,30,34,822084
London,E12000007,2021-08-26,0,2,0.3,35 - 39 years,35,39,779934
London,E12000007,2021-08-26,0,0,0,40 - 44 years,40,44,677463
London,E12000007,2021-08-26,0,3,0.5,45 - 49 years,45,49,598535
London,E12000007,2021-08-26,0,0,0,50 - 54 years,50,54,569938
London,E12000007,2021-08-26,0,5,1,55 - 59 years,55,59,508722
London,E12000007,2021-08-26,0,4,1,60 - 64 years,60,64,405576
London,E12000007,2021-08-26,1,9,2.8,65 - 69 years,65,69,318142
London,E12000007,2021-08-26,0,8,2.9,70 - 74 years,70,74,280432
London,E12000007,2021-08-26,3,11,5.6,75 - 79 years,75,79,196419
London,E12000007,2021-08-26,3,14,9.3,80 - 84 years,80,84,150980
London,E12000007,2021-08-26,3,14,14.9,85 - 89 years,85,89,93808
London,E12000007,2021-08-26,3,17,29,90+ years,90,90,58672
London,E12000007,2021-08-25,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2021-08-25,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2021-08-25,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2021-08-25,0,0,0,15 - 19 years,15,19,474456
London,E12000007,2021-08-25,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2021-08-25,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2021-08-25,0,2,0.2,30 - 34 years,30,34,822084
London,E12000007,2021-08-25,1,2,0.3,35 - 39 years,35,39,779934
London,E12000007,2021-08-25,0,1,0.1,40 - 44 years,40,44,677463
London,E12000007,2021-08-25,0,3,0.5,45 - 49 years,45,49,598535
London,E12000007,2021-08-25,0,1,0.2,50 - 54 years,50,54,569938
London,E12000007,2021-08-25,0,5,1,55 - 59 years,55,59,508722
London,E12000007,2021-08-25,0,5,1.2,60 - 64 years,60,64,405576
London,E12000007,2021-08-25,2,10,3.1,65 - 69 years,65,69,318142
London,E12000007,2021-08-25,1,8,2.9,70 - 74 years,70,74,280432
London,E12000007,2021-08-25,1,10,5.1,75 - 79 years,75,79,196419
London,E12000007,2021-08-25,4,14,9.3,80 - 84 years,80,84,150980
London,E12000007,2021-08-25,1,12,12.8,85 - 89 years,85,89,93808
London,E12000007,2021-08-25,0,16,27.3,90+ years,90,90,58672
London,E12000007,2021-08-24,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2021-08-24,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2021-08-24,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2021-08-24,0,0,0,15 - 19 years,15,19,474456
London,E12000007,2021-08-24,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2021-08-24,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2021-08-24,1,2,0.2,30 - 34 years,30,34,822084
London,E12000007,2021-08-24,0,1,0.1,35 - 39 years,35,39,779934
London,E12000007,2021-08-24,0,1,0.1,40 - 44 years,40,44,677463
London,E12000007,2021-08-24,0,3,0.5,45 - 49 years,45,49,598535
London,E12000007,2021-08-24,0,1,0.2,50 - 54 years,50,54,569938
London,E12000007,2021-08-24,1,5,1,55 - 59 years,55,59,508722
London,E12000007,2021-08-24,0,6,1.5,60 - 64 years,60,64,405576
London,E12000007,2021-08-24,0,10,3.1,65 - 69 years,65,69,318142
London,E12000007,2021-08-24,0,9,3.2,70 - 74 years,70,74,280432
London,E12000007,2021-08-24,1,9,4.6,75 - 79 years,75,79,196419
London,E12000007,2021-08-24,0,13,8.6,80 - 84 years,80,84,150980
London,E12000007,2021-08-24,3,11,11.7,85 - 89 years,85,89,93808
London,E12000007,2021-08-24,3,18,30.7,90+ years,90,90,58672
London,E12000007,2021-08-23,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2021-08-23,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2021-08-23,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2021-08-23,0,0,0,15 - 19 years,15,19,474456
London,E12000007,2021-08-23,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2021-08-23,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2021-08-23,0,1,0.1,30 - 34 years,30,34,822084
London,E12000007,2021-08-23,1,1,0.1,35 - 39 years,35,39,779934
London,E12000007,2021-08-23,0,2,0.3,40 - 44 years,40,44,677463
London,E12000007,2021-08-23,0,3,0.5,45 - 49 years,45,49,598535
London,E12000007,2021-08-23,0,2,0.4,50 - 54 years,50,54,569938
London,E12000007,2021-08-23,2,5,1,55 - 59 years,55,59,508722
London,E12000007,2021-08-23,0,7,1.7,60 - 64 years,60,64,405576
London,E12000007,2021-08-23,1,11,3.5,65 - 69 years,65,69,318142
London,E12000007,2021-08-23,3,10,3.6,70 - 74 years,70,74,280432
London,E12000007,2021-08-23,3,10,5.1,75 - 79 years,75,79,196419
London,E12000007,2021-08-23,2,13,8.6,80 - 84 years,80,84,150980
London,E12000007,2021-08-23,0,10,10.7,85 - 89 years,85,89,93808
London,E12000007,2021-08-23,3,17,29,90+ years,90,90,58672
London,E12000007,2021-08-22,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2021-08-22,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2021-08-22,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2021-08-22,0,0,0,15 - 19 years,15,19,474456
London,E12000007,2021-08-22,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2021-08-22,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2021-08-22,0,1,0.1,30 - 34 years,30,34,822084
London,E12000007,2021-08-22,0,1,0.1,35 - 39 years,35,39,779934
London,E12000007,2021-08-22,0,2,0.3,40 - 44 years,40,44,677463
London,E12000007,2021-08-22,2,3,0.5,45 - 49 years,45,49,598535
London,E12000007,2021-08-22,0,2,0.4,50 - 54 years,50,54,569938
London,E12000007,2021-08-22,1,3,0.6,55 - 59 years,55,59,508722
London,E12000007,2021-08-22,1,7,1.7,60 - 64 years,60,64,405576
London,E12000007,2021-08-22,1,10,3.1,65 - 69 years,65,69,318142
London,E12000007,2021-08-22,1,7,2.5,70 - 74 years,70,74,280432
London,E12000007,2021-08-22,1,12,6.1,75 - 79 years,75,79,196419
London,E12000007,2021-08-22,2,11,7.3,80 - 84 years,80,84,150980
London,E12000007,2021-08-22,2,11,11.7,85 - 89 years,85,89,93808
London,E12000007,2021-08-22,2,17,29,90+ years,90,90,58672
London,E12000007,2021-08-21,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2021-08-21,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2021-08-21,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2021-08-21,0,0,0,15 - 19 years,15,19,474456
London,E12000007,2021-08-21,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2021-08-21,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2021-08-21,0,1,0.1,30 - 34 years,30,34,822084
London,E12000007,2021-08-21,0,1,0.1,35 - 39 years,35,39,779934
London,E12000007,2021-08-21,0,2,0.3,40 - 44 years,40,44,677463
London,E12000007,2021-08-21,0,2,0.3,45 - 49 years,45,49,598535
London,E12000007,2021-08-21,0,2,0.4,50 - 54 years,50,54,569938
London,E12000007,2021-08-21,0,2,0.4,55 - 59 years,55,59,508722
London,E12000007,2021-08-21,1,9,2.2,60 - 64 years,60,64,405576
London,E12000007,2021-08-21,1,10,3.1,65 - 69 years,65,69,318142
London,E12000007,2021-08-21,1,7,2.5,70 - 74 years,70,74,280432
London,E12000007,2021-08-21,2,11,5.6,75 - 79 years,75,79,196419
London,E12000007,2021-08-21,1,12,7.9,80 - 84 years,80,84,150980
London,E12000007,2021-08-21,2,11,11.7,85 - 89 years,85,89,93808
London,E12000007,2021-08-21,5,17,29,90+ years,90,90,58672
London,E12000007,2021-08-20,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2021-08-20,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2021-08-20,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2021-08-20,0,0,0,15 - 19 years,15,19,474456
London,E12000007,2021-08-20,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2021-08-20,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2021-08-20,1,1,0.1,30 - 34 years,30,34,822084
London,E12000007,2021-08-20,0,2,0.3,35 - 39 years,35,39,779934
London,E12000007,2021-08-20,0,2,0.3,40 - 44 years,40,44,677463
London,E12000007,2021-08-20,1,2,0.3,45 - 49 years,45,49,598535
London,E12000007,2021-08-20,0,3,0.5,50 - 54 years,50,54,569938
London,E12000007,2021-08-20,1,2,0.4,55 - 59 years,55,59,508722
London,E12000007,2021-08-20,2,9,2.2,60 - 64 years,60,64,405576
London,E12000007,2021-08-20,3,11,3.5,65 - 69 years,65,69,318142
London,E12000007,2021-08-20,2,6,2.1,70 - 74 years,70,74,280432
London,E12000007,2021-08-20,0,11,5.6,75 - 79 years,75,79,196419
London,E12000007,2021-08-20,2,13,8.6,80 - 84 years,80,84,150980
London,E12000007,2021-08-20,3,10,10.7,85 - 89 years,85,89,93808
London,E12000007,2021-08-20,1,14,23.9,90+ years,90,90,58672
London,E12000007,2021-08-19,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2021-08-19,0,0,0,5 - 9 years,5,9,606333
