area_name,area_code,date,deaths,rolling_sum,rolling_rate,age_band,age_lower,age_higher,population
London,E12000007,2022-07-22,1,11,3.9,70 - 74 years,70,74,280432
London,E12000007,2022-07-22,3,24,12.2,75 - 79 years,75,79,196419
London,E12000007,2022-07-22,0,17,11.3,80 - 84 years,80,84,150980
London,E12000007,2022-07-22,3,23,24.5,85 - 89 years,85,89,93808
London,E12000007,2022-07-22,3,26,44.3,90+ years,90,90,58672
London,E12000007,2022-07-21,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2022-07-21,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2022-07-21,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2022-07-21,0,0,0,15 - 19 years,15,19,474456
London,E12000007,2022-07-21,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2022-07-21,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2022-07-21,0,0,0,30 - 34 years,30,34,822084
London,E12000007,2022-07-21,0,1,0.1,35 - 39 years,35,39,779934
London,E12000007,2022-07-21,0,2,0.3,40 - 44 years,40,44,677463
London,E12000007,2022-07-21,0,1,0.2,45 - 49 years,45,49,598535
London,E12000007,2022-07-21,0,1,0.2,50 - 54 years,50,54,569938
London,E12000007,2022-07-21,1,4,0.8,55 - 59 years,55,59,508722
London,E12000007,2022-07-21,0,6,1.5,60 - 64 years,60,64,405576
London,E12000007,2022-07-21,2,8,2.5,65 - 69 years,65,69,318142
London,E12000007,2022-07-21,1,10,3.6,70 - 74 years,70,74,280432
London,E12000007,2022-07-21,5,23,11.7,75 - 79 years,75,79,196419
London,E12000007,2022-07-21,1,21,13.9,80 - 84 years,80,84,150980
London,E12000007,2022-07-21,4,23,24.5,85 - 89 years,85,89,93808
London,E12000007,2022-07-21,4,25,42.6,90+ years,90,90,58672
London,E12000007,2022-07-20,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2022-07-20,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2022-07-20,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2022-07-20,0,0,0,15 - 19 years,15,19,474456
London,E12000007,2022-07-20,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2022-07-20,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2022-07-20,0,0,0,30 - 34 years,30,34,822084
London,E12000007,2022-07-20,0,1,0.1,35 - 39 years,35,39,779934
London,E12000007,2022-07-20,1,2,0.3,40 - 44 years,40,44,677463
London,E12000007,2022-07-20,0,1,0.2,45 - 49 years,45,49,598535
London,E12000007,2022-07-20,1,1,0.2,50 - 54 years,50,54,569938
London,E12000007,2022-07-20,0,4,0.8,55 - 59 years,55,59,508722
London,E12000007,2022-07-20,1,6,1.5,60 - 64 years,60,64,405576
London,E12000007,2022-07-20,1,6,1.9,65 - 69 years,65,69,318142
London,E12000007,2022-07-20,2,11,3.9,70 - 74 years,70,74,280432
London,E12000007,2022-07-20,5,19,9.7,75 - 79 years,75,79,196419
London,E12000007,2022-07-20,2,21,13.9,80 - 84 years,80,84,150980
London,E12000007,2022-07-20,3,23,24.5,85 - 89 years,85,89,93808
London,E12000007,2022-07-20,6,21,35.8,90+ years,90,90,58672
London,E12000007,2022-07-19,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2022-07-19,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2022-07-19,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2022-07-19,0,0,0,15 - 19 years,15,19,474456
London,E12000007,2022-07-19,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2022-07-19,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2022-07-19,0,0,0,30 - 34 years,30,34,822084
London,E12000007,2022-07-19,1,1,0.1,35 - 39 years,35,39,779934
London,E12000007,2022-07-19,0,1,0.1,40 - 44 years,40,44,677463
London,E12000007,2022-07-19,0,1,0.2,45 - 49 years,45,49,598535
London,E12000007,2022-07-19,0,0,0,50 - 54 years,50,54,569938
London,E12000007,2022-07-19,0,5,1,55 - 59 years,55,59,508722
London,E12000007,2022-07-19,3,7,1.7,60 - 64 years,60,64,405576
London,E12000007,2022-07-19,0,5,1.6,65 - 69 years,65,69,318142
London,E12000007,2022-07-19,2,10,3.6,70 - 74 years,70,74,280432
London,E12000007,2022-07-19,2,16,8.1,75 - 79 years,75,79,196419
London,E12000007,2022-07-19,5,23,15.2,80 - 84 years,80,84,150980
London,E12000007,2022-07-19,6,24,25.6,85 - 89 years,85,89,93808
London,E12000007,2022-07-19,3,19,32.4,90+ years,90,90,58672
London,E12000007,2022-07-18,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2022-07-18,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2022-07-18,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2022-07-18,0,0,0,15 - 19 years,15,19,474456
London,E12000007,2022-07-18,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2022-07-18,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2022-07-18,0,0,0,30 - 34 years,30,34,822084
London,E12000007,2022-07-18,0,0,0,35 - 39 years,35,39,779934
London,E12000007,2022-07-18,0,1,0.1,40 - 44 years,40,44,677463
London,E12000007,2022-07-18,0,1,0.2,45 - 49 years,45,49,598535
London,E12000007,2022-07-18,0,0,0,50 - 54 years,50,54,569938
London,E12000007,2022-07-18,1,5,1,55 - 59 years,55,59,508722
London,E12000007,2022-07-18,0,6,1.5,60 - 64 years,60,64,405576
London,E12000007,2022-07-18,1,6,1.9,65 - 69 years,65,69,318142
London,E12000007,2022-07-18,0,11,3.9,70 - 74 years,70,74,280432
London,E12000007,2022-07-18,3,16,8.1,75 - 79 years,75,79,196419
London,E12000007,2022-07-18,1,21,13.9,80 - 84 years,80,84,150980
London,E12000007,2022-07-18,1,20,21.3,85 - 89 years,85,89,93808
London,E12000007,2022-07-18,4,21,35.8,90+ years,90,90,58672
London,E12000007,2022-07-17,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2022-07-17,0,1,0.2,5 - 9 years,5,9,606333
London,E12000007,2022-07-17,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2022-07-17,0,0,0,15 - 19 years,15,19,474456
London,E12000007,2022-07-17,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2022-07-17,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2022-07-17,0,0,0,30 - 34 years,30,34,822084
London,E12000007,2022-07-17,0,0,0,35 - 39 years,35,39,779934
London,E12000007,2022-07-17,0,1,0.1,40 - 44 years,40,44,677463
London,E12000007,2022-07-17,0,2,0.3,45 - 49 years,45,49,598535
London,E12000007,2022-07-17,0,0,0,50 - 54 years,50,54,569938
London,E12000007,2022-07-17,1,4,0.8,55 - 59 years,55,59,508722
London,E12000007,2022-07-17,1,6,1.5,60 - 64 years,60,64,405576
London,E12000007,2022-07-17,1,6,1.9,65 - 69 years,65,69,318142
London,E12000007,2022-07-17,1,11,3.9,70 - 74 years,70,74,280432
London,E12000007,2022-07-17,3,13,6.6,75 - 79 years,75,79,196419
London,E12000007,2022-07-17,5,21,13.9,80 - 84 years,80,84,150980
London,E12000007,2022-07-17,4,28,29.8,85 - 89 years,85,89,93808
London,E12000007,2022-07-17,4,20,34.1,90+ years,90,90,58672
London,E12000007,2022-07-16,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2022-07-16,0,1,0.2,5 - 9 years,5,9,606333
London,E12000007,2022-07-16,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2022-07-16,0,0,0,15 - 19 years,15,19,474456
London,E12000007,2022-07-16,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2022-07-16,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2022-07-16,0,0,0,30 - 34 years,30,34,822084
London,E12000007,2022-07-16,0,0,0,35 - 39 years,35,39,779934
London,E12000007,2022-07-16,1,1,0.1,40 - 44 years,40,44,677463
London,E12000007,2022-07-16,1,2,0.3,45 - 49 years,45,49,598535
London,E12000007,2022-07-16,0,3,0.5,50 - 54 years,50,54,569938
London,E12000007,2022-07-16,1,3,0.6,55 - 59 years,55,59,508722
London,E12000007,2022-07-16,1,6,1.5,60 - 64 years,60,64,405576
London,E12000007,2022-07-16,2,6,1.9,65 - 69 years,65,69,318142
London,E12000007,2022-07-16,4,11,3.9,70 - 74 years,70,74,280432
London,E12000007,2022-07-16,3,12,6.1,75 - 79 years,75,79,196419
London,E12000007,2022-07-16,3,18,11.9,80 - 84 years,80,84,150980
London,E12000007,2022-07-16,2,25,26.7,85 - 89 years,85,89,93808
London,E12000007,2022-07-16,2,19,32.4,90+ years,90,90,58672
London,E12000007,2022-07-15,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2022-07-15,0,1,0.2,5 - 9 years,5,9,606333
London,E12000007,2022-07-15,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2022-07-15,0,0,0,15 - 19 years,15,19,474456
London,E12000007,2022-07-15,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2022-07-15,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2022-07-15,0,0,0,30 - 34 years,30,34,822084
London,E12000007,2022-07-15,0,0,0,35 - 39 years,35,39,779934
London,E12000007,2022-07-15,0,0,0,40 - 44 years,40,44,677463
London,E12000007,2022-07-15,0,1,0.2,45 - 49 years,45,49,598535
London,E12000007,2022-07-15,0,3,0.5,50 - 54 years,50,54,569938
London,E12000007,2022-07-15,0,4,0.8,55 - 59 years,55,59,508722
London,E12000007,2022-07-15,0,5,1.2,60 - 64 years,60,64,405576
London,E12000007,2022-07-15,1,6,1.9,65 - 69 years,65,69,318142
London,E12000007,2022-07-15,0,9,3.2,70 - 74 years,70,74,280432
London,E12000007,2022-07-15,2,11,5.6,75 - 79 years,75,79,196419
London,E12000007,2022-07-15,4,15,9.9,80 - 84 years,80,84,150980
London,E12000007,2022-07-15,3,25,26.7,85 - 89 years,85,89,93808
London,E12000007,2022-07-15,2,21,35.8,90+ years,90,90,58672
London,E12000007,2022-07-14,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2022-07-14,0,1,0.2,5 - 9 years,5,9,606333
London,E12000007,2022-07-14,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2022-07-14,0,0,0,15 - 19 years,15,19,474456
London,E12000007,2022-07-14,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2022-07-14,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2022-07-14,0,0,0,30 - 34 years,30,34,822084
London,E12000007,2022-07-14,0,0,0,35 - 39 years,35,39,779934
London,E12000007,2022-07-14,0,0,0,40 - 44 years,40,44,677463
London,E12000007,2022-07-14,0,1,0.2,45 - 49 years,45,49,598535
London,E12000007,2022-07-14,0,5,0.9,50 - 54 years,50,54,569938
London,E12000007,2022-07-14,1,4,0.8,55 - 59 years,55,59,508722
London,E12000007,2022-07-14,0,5,1.2,60 - 64 years,60,64,405576
London,E12000007,2022-07-14,0,6,1.9,65 - 69 years,65,69,318142
London,E12000007,2022-07-14,2,12,4.3,70 - 74 years,70,74,280432
London,E12000007,2022-07-14,1,12,6.1,75 - 79 years,75,79,196419
London,E12000007,2022-07-14,1,12,7.9,80 - 84 years,80,84,150980
London,E12000007,2022-07-14,4,25,26.7,85 - 89 years,85,89,93808
London,E12000007,2022-07-14,0,21,35.8,90+ years,90,90,58672
London,E12000007,2022-07-13,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2022-07-13,0,1,0.2,5 - 9 years,5,9,606333
London,E12000007,2022-07-13,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2022-07-13,0,1,0.2,15 - 19 years,15,19,474456
London,E12000007,2022-07-13,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2022-07-13,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2022-07-13,0,0,0,30 - 34 years,30,34,822084
London,E12000007,2022-07-13,0,0,0,35 - 39 years,35,39,779934
London,E12000007,2022-07-13,0,0,0,40 - 44 years,40,44,677463
London,E12000007,2022-07-13,0,1,0.2,45 - 49 years,45,49,598535
London,E12000007,2022-07-13,0,5,0.9,50 - 54 years,50,54,569938
London,E12000007,2022-07-13,1,5,1,55 - 59 years,55,59,508722
London,E12000007,2022-07-13,2,5,1.2,60 - 64 years,60,64,405576
London,E12000007,2022-07-13,0,6,1.9,65 - 69 years,65,69,318142
London,E12000007,2022-07-13,1,12,4.3,70 - 74 years,70,74,280432
London,E12000007,2022-07-13,2,12,6.1,75 - 79 years,75,79,196419
London,E12000007,2022-07-13,4,14,9.3,80 - 84 years,80,84,150980
London,E12000007,2022-07-13,4,26,27.7,85 - 89 years,85,89,93808
London,E12000007,2022-07-13,4,24,40.9,90+ years,90,90,58672
London,E12000007,2022-07-12,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2022-07-12,0,1,0.2,5 - 9 years,5,9,606333
London,E12000007,2022-07-12,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2022-07-12,0,1,0.2,15 - 19 years,15,19,474456
London,E12000007,2022-07-12,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2022-07-12,0,1,0.1,25 - 29 years,25,29,757848
London,E12000007,2022-07-12,0,0,0,30 - 34 years,30,34,822084
London,E12000007,2022-07-12,0,0,0,35 - 39 years,35,39,779934
London,E12000007,2022-07-12,0,0,0,40 - 44 years,40,44,677463
London,E12000007,2022-07-12,0,2,0.3,45 - 49 years,45,49,598535
London,E12000007,2022-07-12,0,5,0.9,50 - 54 years,50,54,569938
London,E12000007,2022-07-12,0,4,0.8,55 - 59 years,55,59,508722
London,E12000007,2022-07-12,2,3,0.7,60 - 64 years,60,64,405576
London,E12000007,2022-07-12,1,6,1.9,65 - 69 years,65,69,318142
London,E12000007,2022-07-12,3,13,4.6,70 - 74 years,70,74,280432
London,E12000007,2022-07-12,2,11,5.6,75 - 79 years,75,79,196419
London,E12000007,2022-07-12,3,11,7.3,80 - 84 years,80,84,150980
London,E12000007,2022-07-12,2,24,25.6,85 - 89 years,85,89,93808
London,E12000007,2022-07-12,5,22,37.5,90+ years,90,90,58672
London,E12000007,2022-07-11,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2022-07-11,1,1,0.2,5 - 9 years,5,9,606333
London,E12000007,2022-07-11,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2022-07-11,0,1,0.2,15 - 19 years,15,19,474456
London,E12000007,2022-07-11,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2022-07-11,0,1,0.1,25 - 29 years,25,29,757848
London,E12000007,2022-07-11,0,0,0,30 - 34 years,30,34,822084
London,E12000007,2022-07-11,0,0,0,35 - 39 years,35,39,779934
London,E12000007,2022-07-11,0,0,0,40 - 44 years,40,44,677463
London,E12000007,2022-07-11,1,2,0.3,45 - 49 years,45,49,598535
London,E12000007,2022-07-11,0,5,0.9,50 - 54 years,50,54,569938
London,E12000007,2022-07-11,0,4,0.8,55 - 59 years,55,59,508722
London,E12000007,2022-07-11,0,1,0.2,60 - 64 years,60,64,405576
London,E12000007,2022-07-11,1,5,1.6,65 - 69 years,65,69,318142
London,E12000007,2022-07-11,0,10,3.6,70 - 74 years,70,74,280432
London,E12000007,2022-07-11,0,15,7.6,75 - 79 years,75,79,196419
London,E12000007,2022-07-11,1,11,7.3,80 - 84 years,80,84,150980
London,E12000007,2022-07-11,9,22,23.5,85 - 89 years,85,89,93808
London,E12000007,2022-07-11,3,18,30.7,90+ years,90,90,58672
London,E12000007,2022-07-10,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2022-07-10,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2022-07-10,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2022-07-10,0,1,0.2,15 - 19 years,15,19,474456
London,E12000007,2022-07-10,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2022-07-10,0,1,0.1,25 - 29 years,25,29,757848
London,E12000007,2022-07-10,0,0,0,30 - 34 years,30,34,822084
London,E12000007,2022-07-10,0,0,0,35 - 39 years,35,39,779934
London,E12000007,2022-07-10,0,0,0,40 - 44 years,40,44,677463
London,E12000007,2022-07-10,0,2,0.3,45 - 49 years,45,49,598535
London,E12000007,2022-07-10,3,5,0.9,50 - 54 years,50,54,569938
London,E12000007,2022-07-10,0,5,1,55 - 59 years,55,59,508722
London,E12000007,2022-07-10,1,2,0.5,60 - 64 years,60,64,405576
London,E12000007,2022-07-10,1,4,1.3,65 - 69 years,65,69,318142
London,E12000007,2022-07-10,1,13,4.6,70 - 74 years,70,74,280432
London,E12000007,2022-07-10,2,16,8.1,75 - 79 years,75,79,196419
London,E12000007,2022-07-10,2,12,7.9,80 - 84 years,80,84,150980
London,E12000007,2022-07-10,1,15,16,85 - 89 years,85,89,93808
London,E12000007,2022-07-10,3,17,29,90+ years,90,90,58672
London,E12000007,2022-07-09,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2022-07-09,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2022-07-09,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2022-07-09,0,1,0.2,15 - 19 years,15,19,474456
London,E12000007,2022-07-09,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2022-07-09,0,1,0.1,25 - 29 years,25,29,757848
London,E12000007,2022-07-09,0,0,0,30 - 34 years,30,34,822084
London,E12000007,2022-07-09,0,0,0,35 - 39 years,35,39,779934
London,E12000007,2022-07-09,0,0,0,40 - 44 years,40,44,677463
London,E12000007,2022-07-09,0,2,0.3,45 - 49 years,45,49,598535
London,E12000007,2022-07-09,0,2,0.4,50 - 54 years,50,54,569938
London,E12000007,2022-07-09,2,6,1.2,55 - 59 years,55,59,508722
London,E12000007,2022-07-09,0,1,0.2,60 - 64 years,60,64,405576
London,E12000007,2022-07-09,2,4,1.3,65 - 69 years,65,69,318142
London,E12000007,2022-07-09,2,16,5.7,70 - 74 years,70,74,280432
London,E12000007,2022-07-09,2,15,7.6,75 - 79 years,75,79,196419
London,E12000007,2022-07-09,0,10,6.6,80 - 84 years,80,84,150980
London,E12000007,2022-07-09,2,16,17.1,85 - 89 years,85,89,93808
London,E12000007,2022-07-09,4,16,27.3,90+ years,90,90,58672
London,E12000007,2022-07-08,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2022-07-08,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2022-07-08,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2022-07-08,0,1,0.2,15 - 19 years,15,19,474456
London,E12000007,2022-07-08,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2022-07-08,0,1,0.1,25 - 29 years,25,29,757848
London,E12000007,2022-07-08,0,0,0,30 - 34 years,30,34,822084
London,E12000007,2022-07-08,0,0,0,35 - 39 years,35,39,779934
London,E12000007,2022-07-08,0,0,0,40 - 44 years,40,44,677463
London,E12000007,2022-07-08,0,2,0.3,45 - 49 years,45,49,598535
London,E12000007,2022-07-08,2,2,0.4,50 - 54 years,50,54,569938
London,E12000007,2022-07-08,0,4,0.8,55 - 59 years,55,59,508722
London,E12000007,2022-07-08,0,2,0.5,60 - 64 years,60,64,405576
London,E12000007,2022-07-08,1,3,0.9,65 - 69 years,65,69,318142
London,E12000007,2022-07-08,3,14,5,70 - 74 years,70,74,280432
London,E12000007,2022-07-08,3,16,8.1,75 - 79 years,75,79,196419
London,E12000007,2022-07-08,1,13,8.6,80 - 84 years,80,84,150980
London,E12000007,2022-07-08,3,18,19.2,85 - 89 years,85,89,93808
London,E12000007,2022-07-08,2,15,25.6,90+ years,90,90,58672
London,E12000007,2022-07-07,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2022-07-07,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2022-07-07,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2022-07-07,1,1,0.2,15 - 19 years,15,19,474456
London,E12000007,2022-07-07,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2022-07-07,0,1,0.1,25 - 29 years,25,29,757848
London,E12000007,2022-07-07,0,0,0,30 - 34 years,30,34,822084
London,E12000007,2022-07-07,0,0,0,35 - 39 years,35,39,779934
London,E12000007,2022-07-07,0,0,0,40 - 44 years,40,44,677463
London,E12000007,2022-07-07,0,2,0.3,45 - 49 years,45,49,598535
London,E12000007,2022-07-07,0,0,0,50 - 54 years,50,54,569938
London,E12000007,2022-07-07,2,4,0.8,55 - 59 years,55,59,508722
London,E12000007,2022-07-07,0,2,0.5,60 - 64 years,60,64,405576
London,E12000007,2022-07-07,0,2,0.6,65 - 69 years,65,69,318142
London,E12000007,2022-07-07,2,11,3.9,70 - 74 years,70,74,280432
London,E12000007,2022-07-07,1,14,7.1,75 - 79 years,75,79,196419
London,E12000007,2022-07-07,3,13,8.6,80 - 84 years,80,84,150980
London,E12000007,2022-07-07,5,17,18.1,85 - 89 years,85,89,93808
London,E12000007,2022-07-07,3,14,23.9,90+ years,90,90,58672
London,E12000007,2022-07-06,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2022-07-06,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2022-07-06,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2022-07-06,0,0,0,15 - 19 years,15,19,474456
London,E12000007,2022-07-06,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2022-07-06,1,1,0.1,25 - 29 years,25,29,757848
London,E12000007,2022-07-06,0,0,0,30 - 34 years,30,34,822084
London,E12000007,2022-07-06,0,0,0,35 - 39 years,35,39,779934
London,E12000007,2022-07-06,0,0,0,40 - 44 years,40,44,677463
London,E12000007,2022-07-06,1,2,0.3,45 - 49 years,45,49,598535
London,E12000007,2022-07-06,0,0,0,50 - 54 years,50,54,569938
London,E12000007,2022-07-06,0,2,0.4,55 - 59 years,55,59,508722
London,E12000007,2022-07-06,0,2,0.5,60 - 64 years,60,64,405576
London,E12000007,2022-07-06,0,5,1.6,65 - 69 years,65,69,318142
London,E12000007,2022-07-06,2,10,3.6,70 - 74 years,70,74,280432
London,E12000007,2022-07-06,1,13,6.6,75 - 79 years,75,79,196419
London,E12000007,2022-07-06,1,12,7.9,80 - 84 years,80,84,150980
London,E12000007,2022-07-06,2,13,13.9,85 - 89 years,85,89,93808
London,E12000007,2022-07-06,2,11,18.7,90+ years,90,90,58672
London,E12000007,2022-07-05,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2022-07-05,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2022-07-05,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2022-07-05,0,0,0,15 - 19 years,15,19,474456
London,E12000007,2022-07-05,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2022-07-05,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2022-07-05,0,0,0,30 - 34 years,30,34,822084
London,E12000007,2022-07-05,0,0,0,35 - 39 years,35,39,779934
London,E12000007,2022-07-05,0,1,0.1,40 - 44 years,40,44,677463
London,E12000007,2022-07-05,0,1,0.2,45 - 49 years,45,49,598535
London,E12000007,2022-07-05,0,0,0,50 - 54 years,50,54,569938
London,E12000007,2022-07-05,0,2,0.4,55 - 59 years,55,59,508722
London,E12000007,2022-07-05,0,2,0.5,60 - 64 years,60,64,405576
London,E12000007,2022-07-05,0,5,1.6,65 - 69 years,65,69,318142
London,E12000007,2022-07-05,0,10,3.6,70 - 74 years,70,74,280432
London,E12000007,2022-07-05,6,13,6.6,75 - 79 years,75,79,196419
London,E12000007,2022-07-05,3,13,8.6,80 - 84 years,80,84,150980
London,E12000007,2022-07-05,0,14,14.9,85 - 89 years,85,89,93808
London,E12000007,2022-07-05,1,12,20.5,90+ years,90,90,58672
London,E12000007,2022-07-04,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2022-07-04,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2022-07-04,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2022-07-04,0,0,0,15 - 19 years,15,19,474456
London,E12000007,2022-07-04,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2022-07-04,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2022-07-04,0,0,0,30 - 34 years,30,34,822084
London,E12000007,2022-07-04,0,0,0,35 - 39 years,35,39,779934
London,E12000007,2022-07-04,0,1,0.1,40 - 44 years,40,44,677463
London,E12000007,2022-07-04,1,1,0.2,45 - 49 years,45,49,598535
London,E12000007,2022-07-04,0,0,0,50 - 54 years,50,54,569938
London,E12000007,2022-07-04,1,2,0.4,55 - 59 years,55,59,508722
London,E12000007,2022-07-04,1,3,0.7,60 - 64 years,60,64,405576
London,E12000007,2022-07-04,0,6,1.9,65 - 69 years,65,69,318142
London,E12000007,2022-07-04,3,10,3.6,70 - 74 years,70,74,280432
London,E12000007,2022-07-04,1,7,3.6,75 - 79 years,75,79,196419
London,E12000007,2022-07-04,2,10,6.6,80 - 84 years,80,84,150980
London,E12000007,2022-07-04,2,16,17.1,85 - 89 years,85,89,93808
London,E12000007,2022-07-04,2,11,18.7,90+ years,90,90,58672
London,E12000007,2022-07-03,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2022-07-03,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2022-07-03,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2022-07-03,0,0,0,15 - 19 years,15,19,474456
London,E12000007,2022-07-03,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2022-07-03,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2022-07-03,0,0,0,30 - 34 years,30,34,822084
London,E12000007,2022-07-03,0,0,0,35 - 39 years,35,39,779934
London,E12000007,2022-07-03,0,1,0.1,40 - 44 years,40,44,677463
London,E12000007,2022-07-03,0,0,0,45 - 49 years,45,49,598535
London,E12000007,2022-07-03,0,0,0,50 - 54 years,50,54,569938
London,E12000007,2022-07-03,1,1,0.2,55 - 59 years,55,59,508722
London,E12000007,2022-07-03,0,2,0.5,60 - 64 years,60,64,405576
London,E12000007,2022-07-03,1,6,1.9,65 - 69 years,65,69,318142
London,E12000007,2022-07-03,4,8,2.9,70 - 74 years,70,74,280432
London,E12000007,2022-07-03,1,7,3.6,75 - 79 years,75,79,196419
London,E12000007,2022-07-03,0,8,5.3,80 - 84 years,80,84,150980
London,E12000007,2022-07-03,2,17,18.1,85 - 89 years,85,89,93808
London,E12000007,2022-07-03,2,11,18.7,90+ years,90,90,58672
London,E12000007,2022-07-02,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2022-07-02,0,0,0,5 - 9 years,5,9,606333
London,E12000007,2022-07-02,0,0,0,10 - 14 years,10,14,550753
London,E12000007,2022-07-02,0,0,0,15 - 19 years,15,19,474456
London,E12000007,2022-07-02,0,0,0,20 - 24 years,20,24,556594
London,E12000007,2022-07-02,0,0,0,25 - 29 years,25,29,757848
London,E12000007,2022-07-02,0,0,0,30 - 34 years,30,34,822084
London,E12000007,2022-07-02,0,0,0,35 - 39 years,35,39,779934
London,E12000007,2022-07-02,0,1,0.1,40 - 44 years,40,44,677463
London,E12000007,2022-07-02,0,0,0,45 - 49 years,45,49,598535
London,E12000007,2022-07-02,0,0,0,50 - 54 years,50,54,569938
London,E12000007,2022-07-02,0,0,0,55 - 59 years,55,59,508722
London,E12000007,2022-07-02,1,2,0.5,60 - 64 years,60,64,405576
London,E12000007,2022-07-02,1,5,1.6,65 - 69 years,65,69,318142
London,E12000007,2022-07-02,0,4,1.4,70 - 74 years,70,74,280432
London,E12000007,2022-07-02,3,6,3.1,75 - 79 years,75,79,196419
London,E12000007,2022-07-02,3,8,5.3,80 - 84 years,80,84,150980
London,E12000007,2022-07-02,4,17,18.1,85 - 89 years,85,89,93808
London,E12000007,2022-07-02,3,13,22.2,90+ years,90,90,58672
London,E12000007,2022-07-01,0,0,0,0 - 4 years,0,4,595799
London,E12000007,2022-07-01,0,0,0,5 - 9 years,5,9,606333
