regionCode,regionName,UtlaCode,UtlaName,LtlaCode,LtlaName,areaCode,areaName,areaType,date,cumVaccinationFirstDoseUptakeByVaccinationDatePercentage,cumVaccinationSecondDoseUptakeByVaccinationDatePercentage,cumVaccinationThirdInjectionUptakeByVaccinationDatePercentage
E12000007,London,E09000008,Croydon,E09000008,Croydon,E02000209,West Thornton South & Ampere Way,msoa,12/10/2022,63.8,58.9,36.3
E12000007,London,E09000008,Croydon,E09000008,Croydon,E02000210,Addiscombe North,msoa,12/10/2022,68.1,64.4,45.2
E12000007,London,E09000008,Croydon,E09000008,Croydon,E02000211,Monks Orchard,msoa,12/10/2022,81.6,78.4,61.7
E12000007,London,E09000008,Croydon,E09000008,Croydon,E02000212,Broad Green & Waddon Marsh,msoa,12/10/2022,60.7,55.7,32.9
E12000007,London,E09000008,Croydon,E09000008,Croydon,E02000213,Selhurst South & West Croydon,msoa,12/10/2022,58.7,54,32.4
E12000007,London,E09000008,Croydon,E09000008,Croydon,E02000214,Addiscombe East,msoa,12/10/2022,75.5,72.9,56.1
E12000007,London,E09000008,Croydon,E09000008,Croydon,E02000215,Addiscombe West,msoa,12/10/2022,62.4,58.5,40.3
E12000007,London,E09000008,Croydon,E09000008,Croydon,E02000216,Park Hill & Lloyd Park,msoa,12/10/2022,70.4,67.4,51
E12000007,London,E09000008,Croydon,E09000008,Croydon,E02000217,Croydon Minster & Waddon North,msoa,12/10/2022,62.8,58.2,37.6
E12000007,London,E09000008,Croydon,E09000008,Croydon,E02000218,Shirley East,msoa,12/10/2022,71.1,67.2,49.3
E12000007,London,E09000008,Croydon,E09000008,Croydon,E02000219,Shirley West,msoa,12/10/2022,83.3,80.8,66.9
E12000007,London,E09000008,Croydon,E09000008,Croydon,E02000220,Central Croydon,msoa,12/10/2022,65.1,60.3,41.7
E12000007,London,E09000008,Croydon,E09000008,Croydon,E02000221,Waddon South,msoa,12/10/2022,68.6,63.8,42.1
E12000007,London,E09000008,Croydon,E09000008,Croydon,E02000222,Croham,msoa,12/10/2022,75.6,72.8,55.3
E12000007,London,E09000008,Croydon,E09000008,Croydon,E02000223,New Addington North,msoa,12/10/2022,62.3,56.7,34.2
E12000007,London,E09000008,Croydon,E09000008,Croydon,E02000224,Purley North,msoa,12/10/2022,74,70.5,52.4
E12000007,London,E09000008,Croydon,E09000008,Croydon,E02000225,New Addington Central,msoa,12/10/2022,69.6,65.4,44.6
E12000007,London,E09000008,Croydon,E09000008,Croydon,E02000226,Selsdon,msoa,12/10/2022,79.6,76.5,62.1
E12000007,London,E09000008,Croydon,E09000008,Croydon,E02000227,Forestdale,msoa,12/10/2022,77.5,74.1,57.1
E12000007,London,E09000008,Croydon,E09000008,Croydon,E02000228,Sanderstead,msoa,12/10/2022,87.2,84.8,71.9
E12000007,London,E09000008,Croydon,E09000008,Croydon,E02000229,New Addington South,msoa,12/10/2022,67.6,62.1,41.1
E12000007,London,E09000008,Croydon,E09000008,Croydon,E02000230,Purley Central,msoa,12/10/2022,78.6,75.6,59.9
E12000007,London,E09000008,Croydon,E09000008,Croydon,E02000231,Woodcote,msoa,12/10/2022,84.4,81.5,67
E12000007,London,E09000008,Croydon,E09000008,Croydon,E02000232,Selsdon Park & Hamsey Green,msoa,12/10/2022,82.6,80.1,64.2
E12000007,London,E09000008,Croydon,E09000008,Croydon,E02000233,Kenley North,msoa,12/10/2022,80.2,77.1,60.4
E12000007,London,E09000008,Croydon,E09000008,Croydon,E02000234,Coulsdon,msoa,12/10/2022,80,76.6,60.2
E12000007,London,E09000008,Croydon,E09000008,Croydon,E02000235,Kenley South,msoa,12/10/2022,83.3,80.5,66.1
E12000007,London,E09000008,Croydon,E09000008,Croydon,E02000236,Woodmansterne,msoa,12/10/2022,84.6,81.8,67.1
E12000007,London,E09000008,Croydon,E09000008,Croydon,E02000237,Old Coulsdon,msoa,12/10/2022,84.6,81.9,67.8
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000238,Whitton Avenue West,msoa,12/10/2022,67.1,62.8,40.8
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000239,Horsenden,msoa,12/10/2022,68.5,65.3,45.1
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000240,Northolt West,msoa,12/10/2022,68.2,63.6,41.3
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000241,Northolt East,msoa,12/10/2022,68.6,64.8,43.8
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000242,Bilton Road,msoa,12/10/2022,67.8,64.3,42.9
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000243,Greenford North,msoa,12/10/2022,65.5,61.2,40.4
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000244,Perivale,msoa,12/10/2022,64.5,60.6,40.1
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000245,Northolt South,msoa,12/10/2022,66.4,61.5,39.7
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000246,Kingshill Avenue,msoa,12/10/2022,68.5,63.8,39.8
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000247,Greenford West,msoa,12/10/2022,66.6,62.4,40.6
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000248,Hanger Hill East,msoa,12/10/2022,61.5,57.8,39.9
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000249,Greenford South,msoa,12/10/2022,68.6,65,43.2
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000250,Pitshanger,msoa,12/10/2022,78.7,76.1,62.3
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000251,Greenford Ravenor Park,msoa,12/10/2022,70.5,66,44.4
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000252,North Acton,msoa,12/10/2022,58.4,51.9,33.2
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000253,Cuckoo Park,msoa,12/10/2022,67.3,63.2,42.2
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000254,Southall North,msoa,12/10/2022,71.6,66.5,42.9
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000255,Drayton Green & Cleveland,msoa,12/10/2022,72.7,69.3,51.8
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000256,Ealing Broadway West,msoa,12/10/2022,71.5,68.6,54.3
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000257,Ealing Broadway East,msoa,12/10/2022,68.8,65.3,51
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000258,Acton Noel Road & Lynton Road,msoa,12/10/2022,61.1,57.8,41.3
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000259,Brent Valley,msoa,12/10/2022,73,69.5,51.7
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000260,Southall Park,msoa,12/10/2022,71.9,66.7,41.7
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000261,East Acton,msoa,12/10/2022,58.7,54.5,35.9
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000262,Acton Central,msoa,12/10/2022,64.2,60.1,41.9
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000263,Southall West,msoa,12/10/2022,70.9,65,39.3
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000264,Ealing Common & Twyford Ave,msoa,12/10/2022,68,64.8,49.6
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000265,West Ealing,msoa,12/10/2022,69.3,65.8,48.2
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000266,Norwood Green North & Windmill Park,msoa,12/10/2022,68.6,63.2,38.2
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000267,Hanwell,msoa,12/10/2022,72.5,69,50.1
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000268,St Mary's,msoa,12/10/2022,73,70.1,54.4
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000269,Northfields,msoa,12/10/2022,74.5,71.4,58.4
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000270,South Acton,msoa,12/10/2022,68,63.9,44.2
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000271,Bedford Park,msoa,12/10/2022,73.8,70.8,57.1
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000272,Elthorne Park,msoa,12/10/2022,78.1,75.4,60.1
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000274,Southall Green,msoa,12/10/2022,69.7,63.8,35.8
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000275,Norwood Green South,msoa,12/10/2022,73.7,68.3,43.5
E12000007,London,E09000009,Ealing,E09000009,Ealing,E02000276,South Ealing,msoa,12/10/2022,73.5,70.5,54.5
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000277,Bullsmoor & Freezywater,msoa,12/10/2022,65,60.6,39.7
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000278,Turkey Street,msoa,12/10/2022,65.4,60.9,38.8
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000279,Enfield Lock,msoa,12/10/2022,63.1,58.6,36.3
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000280,Chase & Crews Hill,msoa,12/10/2022,79.9,77.1,60.3
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000281,Carterhatch & Forty Hall,msoa,12/10/2022,70,66,45.8
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000282,Enfield Wash,msoa,12/10/2022,62.5,58,35.8
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000283,Brimsdown Avenue,msoa,12/10/2022,66.2,62.1,40.5
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000284,Chase Side,msoa,12/10/2022,78.6,75.7,59
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000285,Enfield Town North,msoa,12/10/2022,81.8,79.4,64.5
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000286,Chase Farm & The Ridgeway,msoa,12/10/2022,80.3,77.7,63.5
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000287,Cockfosters & Hadley Wood,msoa,12/10/2022,79.7,77.1,61.2
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000288,Southbury East,msoa,12/10/2022,65.9,61,38.6
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000289,World's End,msoa,12/10/2022,80.5,77.9,62.1
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000290,Brimsdown & Ponders End,msoa,12/10/2022,62.3,57.3,35.3
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000291,Enfield Town South & Bush Hill Park,msoa,12/10/2022,70,66.9,48.5
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000292,Southbury West,msoa,12/10/2022,70.4,66.5,47.7
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000293,Grange Park,msoa,12/10/2022,83.2,81,66.7
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000294,Ponders End South,msoa,12/10/2022,63.1,58.7,36.7
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000295,Oakwood Park & Highlands,msoa,12/10/2022,73.5,70.5,53.5
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000296,Southgate,msoa,12/10/2022,68.9,65.1,46.6
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000297,Bury Street West & Village Road,msoa,12/10/2022,78.7,75.9,60.4
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000298,Winchmore Hill,msoa,12/10/2022,80.9,78.6,64.5
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000299,Lower Edmonton North,msoa,12/10/2022,57,52.6,32.5
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000300,Haslebury North,msoa,12/10/2022,59.1,54.9,34.8
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000301,Lower Edmonton South,msoa,12/10/2022,58.6,53.8,32.3
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000302,Palmers Green East,msoa,12/10/2022,70,66.5,49.7
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000303,Haslebury South,msoa,12/10/2022,60.7,56.3,34.8
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000304,Southgate Green,msoa,12/10/2022,79.6,76.9,62.6
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000305,Palmers Green West,msoa,12/10/2022,69.6,66.7,51.2
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000306,Edmonton Green,msoa,12/10/2022,60.6,55.2,33
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000307,Tatem Park,msoa,12/10/2022,62.9,59.3,38.9
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000308,New Southgate & Arnos Grove,msoa,12/10/2022,64.2,60.6,43.5
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000309,Upper Edmonton East & Meridian Water,msoa,12/10/2022,56.6,51.6,29.9
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000311,Bowes,msoa,12/10/2022,63.6,60,40.9
E12000007,London,E09000010,Enfield,E09000010,Enfield,E02000312,Broomfield Park,msoa,12/10/2022,64.5,61.2,44.1
E12000007,London,E09000011,Greenwich,E09000011,Greenwich,E02000313,Thamesmead Birchmere Park,msoa,12/10/2022,66.8,61.4,38.3
E12000007,London,E09000011,Greenwich,E09000011,Greenwich,E02000314,West Thamesmead,msoa,12/10/2022,56.8,50.8,30.7
E12000007,London,E09000011,Greenwich,E09000011,Greenwich,E02000315,Abbey Wood North,msoa,12/10/2022,66.8,61.5,38.7
E12000007,London,E09000011,Greenwich,E09000011,Greenwich,E02000316,"Woolwich Dockyard, Arsenal & Charlton Riverside",msoa,12/10/2022,69.1,64.5,44.7
E12000007,London,E09000011,Greenwich,E09000011,Greenwich,E02000317,Woolwich West,msoa,12/10/2022,71.5,66.6,44.7
E12000007,London,E09000011,Greenwich,E09000011,Greenwich,E02000318,Plumstead High Street,msoa,12/10/2022,66.5,61.6,42.6
E12000007,London,E09000011,Greenwich,E09000011,Greenwich,E02000319,Plumstead Common & Riverside,msoa,12/10/2022,66.4,61.3,41.4
E12000007,London,E09000011,Greenwich,E09000011,Greenwich,E02000320,Abbey Wood South,msoa,12/10/2022,69.1,64.6,44.8
E12000007,London,E09000011,Greenwich,E09000011,Greenwich,E02000321,Woolwich Glyndon,msoa,12/10/2022,67.5,62.2,41.5
E12000007,London,E09000011,Greenwich,E09000011,Greenwich,E02000323,Woolwich South,msoa,12/10/2022,65.4,60.7,39.8
E12000007,London,E09000011,Greenwich,E09000011,Greenwich,E02000324,Charlton Village,msoa,12/10/2022,71.9,67.7,47.7
E12000007,London,E09000011,Greenwich,E09000011,Greenwich,E02000326,Charlton Slopes,msoa,12/10/2022,75.3,71.4,54.2
E12000007,London,E09000011,Greenwich,E09000011,Greenwich,E02000327,Woolwich Common,msoa,12/10/2022,68.7,62.5,41.1
E12000007,London,E09000011,Greenwich,E09000011,Greenwich,E02000328,Westcombe Park & Maze Hill,msoa,12/10/2022,79.2,75.9,62.7
E12000007,London,E09000011,Greenwich,E09000011,Greenwich,E02000329,Plumstead South,msoa,12/10/2022,75.9,71.7,53.1
E12000007,London,E09000011,Greenwich,E09000011,Greenwich,E02000331,Hornfair Park,msoa,12/10/2022,72.7,67.8,48.4
E12000007,London,E09000011,Greenwich,E09000011,Greenwich,E02000332,Shooters Hill,msoa,12/10/2022,76.3,72.3,55.6
E12000007,London,E09000011,Greenwich,E09000011,Greenwich,E02000333,Blackheath Standard & Village,msoa,12/10/2022,81.4,78.5,65.5
E12000007,London,E09000011,Greenwich,E09000011,Greenwich,E02000334,Kidbrooke North,msoa,12/10/2022,75.4,71.2,53
E12000007,London,E09000011,Greenwich,E09000011,Greenwich,E02000335,Eltham North,msoa,12/10/2022,84,81.3,65.6
E12000007,London,E09000011,Greenwich,E09000011,Greenwich,E02000337,Eltham West,msoa,12/10/2022,74.1,69.9,49.6
E12000007,London,E09000011,Greenwich,E09000011,Greenwich,E02000339,Eltham Park,msoa,12/10/2022,83,80.1,64.3
E12000007,London,E09000011,Greenwich,E09000011,Greenwich,E02000340,Eltham South,msoa,12/10/2022,78.4,75.5,58.7
E12000007,London,E09000011,Greenwich,E09000011,Greenwich,E02000341,Middlepark & Horn Park,msoa,12/10/2022,68.4,63.6,44.4
E12000007,London,E09000011,Greenwich,E09000011,Greenwich,E02000342,Avery Hill,msoa,12/10/2022,72.5,67.8,50.4
E12000007,London,E09000011,Greenwich,E09000011,Greenwich,E02000343,Mottingham East,msoa,12/10/2022,72.9,69.3,51.3
E12000007,London,E09000011,Greenwich,E09000011,Greenwich,E02000344,New Eltham,msoa,12/10/2022,80.9,78.3,62.6
E12000007,London,E09000012,Hackney and City of London,E09000012,Hackney and City of London,E02000345,Stamford Hill North,msoa,12/10/2022,45.6,41.5,21.2
E12000007,London,E09000012,Hackney and City of London,E09000012,Hackney and City of London,E02000346,Woodberry Down & Manor House,msoa,12/10/2022,65.9,60.9,42.2
E12000007,London,E09000012,Hackney and City of London,E09000012,Hackney and City of London,E02000347,Stamford Hill West,msoa,12/10/2022,50.5,46.1,28.1
E12000007,London,E09000012,Hackney and City of London,E09000012,Hackney and City of London,E02000348,Stamford Hill South,msoa,12/10/2022,47.8,43.5,23.8
E12000007,London,E09000012,Hackney and City of London,E09000012,Hackney and City of London,E02000350,Stoke Newington East & Cazenove,msoa,12/10/2022,62.1,58.5,41
E12000007,London,E09000012,Hackney and City of London,E09000012,Hackney and City of London,E02000351,Brownswood,msoa,12/10/2022,69.6,66.1,51.3
E12000007,London,E09000012,Hackney and City of London,E09000012,Hackney and City of London,E02000352,Clissold North,msoa,12/10/2022,68.8,65.7,48.7
E12000007,London,E09000012,Hackney and City of London,E09000012,Hackney and City of London,E02000353,Stoke Newington North,msoa,12/10/2022,74.6,71.1,53
E12000007,London,E09000012,Hackney and City of London,E09000012,Hackney and City of London,E02000354,Hackney Downs,msoa,12/10/2022,64.7,60.9,40.9
E12000007,London,E09000012,Hackney and City of London,E09000012,Hackney and City of London,E02000355,Lower Clapton,msoa,12/10/2022,70.8,67,47.1
E12000007,London,E09000012,Hackney and City of London,E09000012,Hackney and City of London,E02000356,Clissold South,msoa,12/10/2022,74.1,70.9,55
E12000007,London,E09000012,Hackney and City of London,E09000012,Hackney and City of London,E02000357,Hackney Marshes,msoa,12/10/2022,60.4,56.1,34.3
E12000007,London,E09000012,Hackney and City of London,E09000012,Hackney and City of London,E02000358,Stoke Newington South,msoa,12/10/2022,66.4,62.4,44.2
E12000007,London,E09000012,Hackney and City of London,E09000012,Hackney and City of London,E02000359,Homerton North,msoa,12/10/2022,67.5,63.7,45.3
E12000007,London,E09000012,Hackney and City of London,E09000012,Hackney and City of London,E02000360,Amhurst Road & Pembury Estate,msoa,12/10/2022,64.9,60.7,40.1
E12000007,London,E09000012,Hackney and City of London,E09000012,Hackney and City of London,E02000361,Hackney Central,msoa,12/10/2022,67,63,45
E12000007,London,E09000012,Hackney and City of London,E09000012,Hackney and City of London,E02000362,Hackney Wick,msoa,12/10/2022,66.1,61.9,43.5
E12000007,London,E09000012,Hackney and City of London,E09000012,Hackney and City of London,E02000363,Homerton South,msoa,12/10/2022,61.9,57.6,37.5
E12000007,London,E09000012,Hackney and City of London,E09000012,Hackney and City of London,E02000364,Dalston East,msoa,12/10/2022,70.3,66.8,50.5
E12000007,London,E09000012,Hackney and City of London,E09000012,Hackney and City of London,E02000365,Dalston Kingsland & De Beauvoir,msoa,12/10/2022,68,64.4,48.9
E12000007,London,E09000012,Hackney and City of London,E09000012,Hackney and City of London,E02000366,South Hackney,msoa,12/10/2022,67.6,63.5,44.9
E12000007,London,E09000012,Hackney and City of London,E09000012,Hackney and City of London,E02000367,London Fields & Mare Street,msoa,12/10/2022,67.4,63.2,46.7
E12000007,London,E09000012,Hackney and City of London,E09000012,Hackney and City of London,E02000368,Haggerston East,msoa,12/10/2022,65.4,61.1,42.3
E12000007,London,E09000012,Hackney and City of London,E09000012,Hackney and City of London,E02000369,Haggerston West & Kingsland Basin,msoa,12/10/2022,66.3,62.1,44.2
E12000007,London,E09000012,Hackney and City of London,E09000012,Hackney and City of London,E02000370,Hoxton & Wenlock,msoa,12/10/2022,64.7,59.9,42.7
E12000007,London,E09000012,Hackney and City of London,E09000012,Hackney and City of London,E02000371,Shoreditch,msoa,12/10/2022,58.2,51.5,35.4
E12000007,London,E09000013,Hammersmith and Fulham,E09000013,Hammersmith and Fulham,E02000372,Old Oak & Wormwood,msoa,12/10/2022,56.6,50.9,32.8
E12000007,London,E09000013,Hammersmith and Fulham,E09000013,Hammersmith and Fulham,E02000373,White City,msoa,12/10/2022,53.8,49.1,28.2
E12000007,London,E09000013,Hammersmith and Fulham,E09000013,Hammersmith and Fulham,E02000374,Wormholt Road,msoa,12/10/2022,60.9,56.6,39.6
E12000007,London,E09000013,Hammersmith and Fulham,E09000013,Hammersmith and Fulham,E02000375,Shepherd's Bush North,msoa,12/10/2022,59.4,55.6,38.3
E12000007,London,E09000013,Hammersmith and Fulham,E09000013,Hammersmith and Fulham,E02000376,Shepherd's Bush West,msoa,12/10/2022,59.7,56.2,39.5
E12000007,London,E09000013,Hammersmith and Fulham,E09000013,Hammersmith and Fulham,E02000377,Askew,msoa,12/10/2022,61.7,57.9,42.2
E12000007,London,E09000013,Hammersmith and Fulham,E09000013,Hammersmith and Fulham,E02000378,Shepherd's Bush South,msoa,12/10/2022,60.9,57.2,42.3
E12000007,London,E09000013,Hammersmith and Fulham,E09000013,Hammersmith and Fulham,E02000379,Ravenscourt Park North,msoa,12/10/2022,70.2,66.7,51.5
E12000007,London,E09000013,Hammersmith and Fulham,E09000013,Hammersmith and Fulham,E02000380,Brackenbury,msoa,12/10/2022,68.7,65.6,52.1
E12000007,London,E09000013,Hammersmith and Fulham,E09000013,Hammersmith and Fulham,E02000381,Brook Green,msoa,12/10/2022,62.7,58.1,43.4
E12000007,London,E09000013,Hammersmith and Fulham,E09000013,Hammersmith and Fulham,E02000382,Ravenscourt Park South,msoa,12/10/2022,69,64.8,50.5
E12000007,London,E09000013,Hammersmith and Fulham,E09000013,Hammersmith and Fulham,E02000383,West Kensington,msoa,12/10/2022,61,56.6,42.4
E12000007,London,E09000013,Hammersmith and Fulham,E09000013,Hammersmith and Fulham,E02000384,Hammersmith Broadway,msoa,12/10/2022,63.8,59.7,44.4
E12000007,London,E09000013,Hammersmith and Fulham,E09000013,Hammersmith and Fulham,E02000385,Barons Court,msoa,12/10/2022,61.5,58.2,45.4
E12000007,London,E09000013,Hammersmith and Fulham,E09000013,Hammersmith and Fulham,E02000386,North End,msoa,12/10/2022,57.4,53.9,37.6
E12000007,London,E09000013,Hammersmith and Fulham,E09000013,Hammersmith and Fulham,E02000387,Lillie Road & Greyhound Road,msoa,12/10/2022,61.6,57.4,43.1
E12000007,London,E09000013,Hammersmith and Fulham,E09000013,Hammersmith and Fulham,E02000388,Fulham Broadway,msoa,12/10/2022,65.1,61.2,46.5
E12000007,London,E09000013,Hammersmith and Fulham,E09000013,Hammersmith and Fulham,E02000389,Fulham Reach,msoa,12/10/2022,67.8,64.5,51.2
E12000007,London,E09000013,Hammersmith and Fulham,E09000013,Hammersmith and Fulham,E02000390,Fulham Aintree,msoa,12/10/2022,61.9,59.1,45.6
E12000007,London,E09000013,Hammersmith and Fulham,E09000013,Hammersmith and Fulham,E02000391,Parsons Green East & Eel Brook Common,msoa,12/10/2022,68.7,65.4,50.8
E12000007,London,E09000013,Hammersmith and Fulham,E09000013,Hammersmith and Fulham,E02000392,Parsons Green West,msoa,12/10/2022,65.9,62.4,47.8
E12000007,London,E09000013,Hammersmith and Fulham,E09000013,Hammersmith and Fulham,E02000393,Munster,msoa,12/10/2022,66.2,63.2,50.9
E12000007,London,E09000013,Hammersmith and Fulham,E09000013,Hammersmith and Fulham,E02000394,Sands End & Chelsea Harbour,msoa,12/10/2022,64.3,59.6,42.7
E12000007,London,E09000013,Hammersmith and Fulham,E09000013,Hammersmith and Fulham,E02000395,Fulham Palace & Hurlingham Park,msoa,12/10/2022,71.8,68.8,56
E12000007,London,E09000013,Hammersmith and Fulham,E09000013,Hammersmith and Fulham,E02000396,South Park,msoa,12/10/2022,68.9,64.8,48.3
E12000007,London,E09000014,Haringey,E09000014,Haringey,E02000397,Bowes Park,msoa,12/10/2022,62.1,58.6,40.7
E12000007,London,E09000014,Haringey,E09000014,Haringey,E02000398,Northumberland Park,msoa,12/10/2022,55.2,50.2,28.7
E12000007,London,E09000014,Haringey,E09000014,Haringey,E02000400,Bounds Green,msoa,12/10/2022,66.6,63.2,45.6
E12000007,London,E09000014,Haringey,E09000014,Haringey,E02000401,Roundway,msoa,12/10/2022,61,56.8,35
E12000007,London,E09000014,Haringey,E09000014,Haringey,E02000402,Tottenham Bruce Castle Park,msoa,12/10/2022,59,54.4,32.7
E12000007,London,E09000014,Haringey,E09000014,Haringey,E02000403,Wood Green North,msoa,12/10/2022,58.8,55.4,38.1
E12000007,London,E09000014,Haringey,E09000014,Haringey,E02000404,Scotch Estate,msoa,12/10/2022,56.4,53,33.8
E12000007,London,E09000014,Haringey,E09000014,Haringey,E02000405,Alexandra Park,msoa,12/10/2022,81.5,78.9,63.9
E12000007,London,E09000014,Haringey,E09000014,Haringey,E02000406,Noel Park,msoa,12/10/2022,59.7,56.4,37.5
E12000007,London,E09000014,Haringey,E09000014,Haringey,E02000407,Bruce Grove North,msoa,12/10/2022,57.5,53.4,32.8
E12000007,London,E09000014,Haringey,E09000014,Haringey,E02000408,Tottenham North West,msoa,12/10/2022,58.1,53.1,32.3
E12000007,London,E09000014,Haringey,E09000014,Haringey,E02000409,Lordship Lane & Broadwater Farm,msoa,12/10/2022,63.5,59.4,38.3
E12000007,London,E09000014,Haringey,E09000014,Haringey,E02000410,Muswell Hill North,msoa,12/10/2022,80.8,78,62.8
E12000007,London,E09000014,Haringey,E09000014,Haringey,E02000411,Tottenham Lea Valley,msoa,12/10/2022,60.4,55,35
E12000007,London,E09000014,Haringey,E09000014,Haringey,E02000412,Wood Green South,msoa,12/10/2022,59.8,55.7,35.9
E12000007,London,E09000014,Haringey,E09000014,Haringey,E02000413,Fortis Green & Coldfall,msoa,12/10/2022,79.2,76.2,60.3
E12000007,London,E09000014,Haringey,E09000014,Haringey,E02000414,Bruce Grove South,msoa,12/10/2022,58.9,54.7,37
E12000007,London,E09000014,Haringey,E09000014,Haringey,E02000415,Downhills Park,msoa,12/10/2022,60.4,57.1,40
E12000007,London,E09000014,Haringey,E09000014,Haringey,E02000416,Hornsey East,msoa,12/10/2022,71.5,68.3,51.9
E12000007,London,E09000014,Haringey,E09000014,Haringey,E02000417,Muswell Hill South,msoa,12/10/2022,81.7,79,65.2
E12000007,London,E09000014,Haringey,E09000014,Haringey,E02000418,Hornsey West,msoa,12/10/2022,83.2,80.6,67.9
E12000007,London,E09000014,Haringey,E09000014,Haringey,E02000419,Harringay Ladder North,msoa,12/10/2022,62.2,58.8,42
E12000007,London,E09000014,Haringey,E09000014,Haringey,E02000420,Tottenham Green West,msoa,12/10/2022,64.3,59.9,40.9
E12000007,London,E09000014,Haringey,E09000014,Haringey,E02000421,Tottenham Green East,msoa,12/10/2022,60.7,55.6,34.3
E12000007,London,E09000014,Haringey,E09000014,Haringey,E02000422,West Green & St Ann's,msoa,12/10/2022,57.4,53.7,35.2
E12000007,London,E09000014,Haringey,E09000014,Haringey,E02000423,Harringay East,msoa,12/10/2022,59.3,55.8,39.4
E12000007,London,E09000014,Haringey,E09000014,Haringey,E02000424,Hornsey Vale,msoa,12/10/2022,74.6,71.8,57.2
E12000007,London,E09000014,Haringey,E09000014,Haringey,E02000425,South Tottenham,msoa,12/10/2022,47.3,42.4,22
E12000007,London,E09000014,Haringey,E09000014,Haringey,E02000426,Highgate Wood,msoa,12/10/2022,78.9,75.7,61.6
