,1st_Dose_Uptake_%,2nd_Dose_Uptake_%,MSOA11CD,MSOA11NM,all_bame_prop,all_black_prop,pakistani_or_bangladeshi_prop,all_indian_prop,Region,Borough,Code,Unnamed: 10
Hillingdon,,71.0875,E02000519,Hillingdon 026,0.63005313,0.129244629,0.083968584,0.213213213,West,Hillingdon,E09000017,
Hillingdon,,71.0875,E02000520,Hillingdon 027,0.633721447,0.144164963,0.090658608,0.218647231,West,Hillingdon,E09000017,
Hillingdon,,71.0875,E02000521,Hillingdon 028,0.484261501,0.111682809,0.06547619,0.159301856,West,Hillingdon,E09000017,
Hillingdon,,71.0875,E02000522,Hillingdon 029,0.337108517,0.0815902,0.033629955,0.091528949,West,Hillingdon,E09000017,
Hillingdon,,71.0875,E02000523,Hillingdon 030,0.722498962,0.114362806,0.094022416,0.320776256,West,Hillingdon,E09000017,
Hillingdon,,71.0875,E02000524,Hillingdon 031,0.399519736,0.071889539,0.051328231,0.12321777,West,Hillingdon,E09000017,
Hillingdon,,71.0875,E02000525,Hillingdon 032,0.616360752,0.109675957,0.085316111,0.225470202,West,Hillingdon,E09000017,
Hillingdon,,71.0875,E02006796,Hillingdon 033,0.278976061,0.053330173,0.020976535,0.083432093,West,Hillingdon,E09000017,
Hounslow,70.70357143,,E02000526,Hounslow 001,0.167104321,0.028407735,0.01038434,0.025662449,West,Hounslow,E09000018,
Hounslow,70.70357143,,E02000528,Hounslow 003,0.373469003,0.115978896,0.033069531,0.044469568,West,Hounslow,E09000018,
Hounslow,70.70357143,,E02000529,Hounslow 004,0.774029356,0.077533144,0.100970644,0.36032197,West,Hounslow,E09000018,
Hounslow,70.70357143,,E02000530,Hounslow 005,0.731168641,0.134561942,0.117010385,0.256106479,West,Hounslow,E09000018,
Hounslow,70.70357143,,E02000531,Hounslow 006,0.28277063,0.072941859,0.024571926,0.042275322,West,Hounslow,E09000018,
Hounslow,70.70357143,,E02000532,Hounslow 007,0.215720524,0.054366812,0.012336245,0.031222707,West,Hounslow,E09000018,
Hounslow,70.70357143,,E02000533,Hounslow 008,0.187128242,0.043421366,0.008922198,0.028669998,West,Hounslow,E09000018,
Hounslow,70.70357143,,E02000534,Hounslow 009,0.528219791,0.04090005,0.069119841,0.242665341,West,Hounslow,E09000018,
Hounslow,70.70357143,,E02000535,Hounslow 010,0.798837585,0.044021096,0.118071252,0.42815628,West,Hounslow,E09000018,
Hounslow,70.70357143,,E02000536,Hounslow 011,0.765562628,0.056640414,0.110907325,0.395619808,West,Hounslow,E09000018,
Hounslow,70.70357143,,E02000537,Hounslow 012,0.723085847,0.031670534,0.09199536,0.412180974,West,Hounslow,E09000018,
Hounslow,70.70357143,,E02000538,Hounslow 013,0.780760369,0.073271889,0.128686636,0.369815668,West,Hounslow,E09000018,
Hounslow,70.70357143,,E02000539,Hounslow 014,0.352957589,0.072637649,0.035714286,0.086495536,West,Hounslow,E09000018,
Hounslow,70.70357143,,E02000540,Hounslow 015,0.544667965,0.062621674,0.062729829,0.238481506,West,Hounslow,E09000018,
Hounslow,70.70357143,,E02000541,Hounslow 016,0.737802817,0.076394366,0.097126761,0.332619718,West,Hounslow,E09000018,
Hounslow,70.70357143,,E02000542,Hounslow 017,0.726160068,0.060344828,0.086206897,0.380906769,West,Hounslow,E09000018,
Hounslow,70.70357143,,E02000543,Hounslow 018,0.657645351,0.049944506,0.081533339,0.346538035,West,Hounslow,E09000018,
Hounslow,70.70357143,,E02000544,Hounslow 019,0.487864374,0.042566167,0.060495182,0.213318697,West,Hounslow,E09000018,
Hounslow,70.70357143,,E02000545,Hounslow 020,0.365358758,0.114289207,0.035447989,0.062339567,West,Hounslow,E09000018,
Hounslow,70.70357143,,E02000546,Hounslow 021,0.755282051,0.068615385,0.142974359,0.336615385,West,Hounslow,E09000018,
Hounslow,70.70357143,,E02000547,Hounslow 022,0.397542735,0.063675214,0.053098291,0.130876068,West,Hounslow,E09000018,
Hounslow,70.70357143,,E02000548,Hounslow 023,0.327035043,0.073931671,0.044490827,0.085905745,West,Hounslow,E09000018,
Hounslow,70.70357143,,E02000549,Hounslow 024,0.372515204,0.049105927,0.059090497,0.106381047,West,Hounslow,E09000018,
Hounslow,70.70357143,,E02000550,Hounslow 025,0.385754109,0.089781794,0.035951168,0.11785062,West,Hounslow,E09000018,
Hounslow,70.70357143,,E02000551,Hounslow 026,0.361736708,0.096935222,0.055839331,0.054910611,West,Hounslow,E09000018,
Hounslow,70.70357143,,E02000552,Hounslow 027,0.282482458,0.068231309,0.029639487,0.063392209,West,Hounslow,E09000018,
Hounslow,70.70357143,,E02000553,Hounslow 028,0.262528388,0.05677517,0.032551098,0.05329296,West,Hounslow,E09000018,
Hounslow,70.70357143,,E02006792,Hounslow 029,0.243417133,0.038007864,0.012152985,0.039914214,West,Hounslow,E09000018,
Hounslow,,66.25357143,E02000526,Hounslow 001,0.167104321,0.028407735,0.01038434,0.025662449,West,Hounslow,E09000018,
Hounslow,,66.25357143,E02000528,Hounslow 003,0.373469003,0.115978896,0.033069531,0.044469568,West,Hounslow,E09000018,
Hounslow,,66.25357143,E02000529,Hounslow 004,0.774029356,0.077533144,0.100970644,0.36032197,West,Hounslow,E09000018,
Hounslow,,66.25357143,E02000530,Hounslow 005,0.731168641,0.134561942,0.117010385,0.256106479,West,Hounslow,E09000018,
Hounslow,,66.25357143,E02000531,Hounslow 006,0.28277063,0.072941859,0.024571926,0.042275322,West,Hounslow,E09000018,
Hounslow,,66.25357143,E02000532,Hounslow 007,0.215720524,0.054366812,0.012336245,0.031222707,West,Hounslow,E09000018,
Hounslow,,66.25357143,E02000533,Hounslow 008,0.187128242,0.043421366,0.008922198,0.028669998,West,Hounslow,E09000018,
Hounslow,,66.25357143,E02000534,Hounslow 009,0.528219791,0.04090005,0.069119841,0.242665341,West,Hounslow,E09000018,
Hounslow,,66.25357143,E02000535,Hounslow 010,0.798837585,0.044021096,0.118071252,0.42815628,West,Hounslow,E09000018,
Hounslow,,66.25357143,E02000536,Hounslow 011,0.765562628,0.056640414,0.110907325,0.395619808,West,Hounslow,E09000018,
Hounslow,,66.25357143,E02000537,Hounslow 012,0.723085847,0.031670534,0.09199536,0.412180974,West,Hounslow,E09000018,
Hounslow,,66.25357143,E02000538,Hounslow 013,0.780760369,0.073271889,0.128686636,0.369815668,West,Hounslow,E09000018,
Hounslow,,66.25357143,E02000539,Hounslow 014,0.352957589,0.072637649,0.035714286,0.086495536,West,Hounslow,E09000018,
Hounslow,,66.25357143,E02000540,Hounslow 015,0.544667965,0.062621674,0.062729829,0.238481506,West,Hounslow,E09000018,
Hounslow,,66.25357143,E02000541,Hounslow 016,0.737802817,0.076394366,0.097126761,0.332619718,West,Hounslow,E09000018,
Hounslow,,66.25357143,E02000542,Hounslow 017,0.726160068,0.060344828,0.086206897,0.380906769,West,Hounslow,E09000018,
Hounslow,,66.25357143,E02000543,Hounslow 018,0.657645351,0.049944506,0.081533339,0.346538035,West,Hounslow,E09000018,
Hounslow,,66.25357143,E02000544,Hounslow 019,0.487864374,0.042566167,0.060495182,0.213318697,West,Hounslow,E09000018,
Hounslow,,66.25357143,E02000545,Hounslow 020,0.365358758,0.114289207,0.035447989,0.062339567,West,Hounslow,E09000018,
Hounslow,,66.25357143,E02000546,Hounslow 021,0.755282051,0.068615385,0.142974359,0.336615385,West,Hounslow,E09000018,
Hounslow,,66.25357143,E02000547,Hounslow 022,0.397542735,0.063675214,0.053098291,0.130876068,West,Hounslow,E09000018,
Hounslow,,66.25357143,E02000548,Hounslow 023,0.327035043,0.073931671,0.044490827,0.085905745,West,Hounslow,E09000018,
Hounslow,,66.25357143,E02000549,Hounslow 024,0.372515204,0.049105927,0.059090497,0.106381047,West,Hounslow,E09000018,
Hounslow,,66.25357143,E02000550,Hounslow 025,0.385754109,0.089781794,0.035951168,0.11785062,West,Hounslow,E09000018,
Hounslow,,66.25357143,E02000551,Hounslow 026,0.361736708,0.096935222,0.055839331,0.054910611,West,Hounslow,E09000018,
Hounslow,,66.25357143,E02000552,Hounslow 027,0.282482458,0.068231309,0.029639487,0.063392209,West,Hounslow,E09000018,
Hounslow,,66.25357143,E02000553,Hounslow 028,0.262528388,0.05677517,0.032551098,0.05329296,West,Hounslow,E09000018,
Hounslow,,66.25357143,E02006792,Hounslow 029,0.243417133,0.038007864,0.012152985,0.039914214,West,Hounslow,E09000018,
Islington,66.23043478,,E02000554,Islington 001,0.394358528,0.198213897,0.024177739,0.014267044,Central,Islington,E09000019,
Islington,66.23043478,,E02000555,Islington 002,0.319302721,0.144132653,0.026041667,0.014562075,Central,Islington,E09000019,
Islington,66.23043478,,E02000556,Islington 003,0.337729816,0.151179057,0.032573941,0.020783373,Central,Islington,E09000019,
Islington,66.23043478,,E02000557,Islington 004,0.314254062,0.125430822,0.013786312,0.015140325,Central,Islington,E09000019,
Islington,66.23043478,,E02000558,Islington 005,0.518602029,0.276099211,0.047914318,0.012739572,Central,Islington,E09000019,
Islington,66.23043478,,E02000559,Islington 006,0.27443609,0.109820005,0.031556163,0.014581909,Central,Islington,E09000019,
Islington,66.23043478,,E02000560,Islington 007,0.318117581,0.101752402,0.020491803,0.022894291,Central,Islington,E09000019,
Islington,66.23043478,,E02000561,Islington 008,0.214820553,0.062483863,0.009940615,0.019235735,Central,Islington,E09000019,
Islington,66.23043478,,E02000562,Islington 009,0.294807159,0.131711621,0.024703806,0.012099824,Central,Islington,E09000019,
Islington,66.23043478,,E02000563,Islington 010,0.341857177,0.162738628,0.027574829,0.011901956,Central,Islington,E09000019,
Islington,66.23043478,,E02000564,Islington 011,0.334286804,0.120327994,0.024694889,0.01849733,Central,Islington,E09000019,
Islington,66.23043478,,E02000565,Islington 012,0.378282643,0.179430805,0.029314767,0.011359472,Central,Islington,E09000019,
Islington,66.23043478,,E02000566,Islington 013,0.22721705,0.075575698,0.018618324,0.011391475,Central,Islington,E09000019,
Islington,66.23043478,,E02000567,Islington 014,0.275535818,0.106487739,0.022205059,0.012454142,Central,Islington,E09000019,
Islington,66.23043478,,E02000568,Islington 015,0.379532468,0.157090909,0.03812987,0.013090909,Central,Islington,E09000019,
Islington,66.23043478,,E02000569,Islington 016,0.276292157,0.112751946,0.022450609,0.013570146,Central,Islington,E09000019,
Islington,66.23043478,,E02000570,Islington 017,0.187347649,0.054556007,0.010562972,0.016831109,Central,Islington,E09000019,
Islington,66.23043478,,E02000571,Islington 018,0.285020545,0.116174823,0.029386129,0.013447889,Central,Islington,E09000019,
Islington,66.23043478,,E02000572,Islington 019,0.444405554,0.16847509,0.075487108,0.023217828,Central,Islington,E09000019,
Islington,66.23043478,,E02000573,Islington 020,0.204749827,0.055568365,0.013027438,0.017754208,Central,Islington,E09000019,
Islington,66.23043478,,E02000574,Islington 021,0.309728267,0.091989178,0.030231737,0.018233149,Central,Islington,E09000019,
Islington,66.23043478,,E02000575,Islington 022,0.308941038,0.084027252,0.026747414,0.037934225,Central,Islington,E09000019,
Islington,66.23043478,,E02000576,Islington 023,0.357903707,0.142735407,0.023327652,0.021623349,Central,Islington,E09000019,
Islington,,61.56521739,E02000554,Islington 001,0.394358528,0.198213897,0.024177739,0.014267044,Central,Islington,E09000019,
Islington,,61.56521739,E02000555,Islington 002,0.319302721,0.144132653,0.026041667,0.014562075,Central,Islington,E09000019,
Islington,,61.56521739,E02000556,Islington 003,0.337729816,0.151179057,0.032573941,0.020783373,Central,Islington,E09000019,
Islington,,61.56521739,E02000557,Islington 004,0.314254062,0.125430822,0.013786312,0.015140325,Central,Islington,E09000019,
Islington,,61.56521739,E02000558,Islington 005,0.518602029,0.276099211,0.047914318,0.012739572,Central,Islington,E09000019,
Islington,,61.56521739,E02000559,Islington 006,0.27443609,0.109820005,0.031556163,0.014581909,Central,Islington,E09000019,
Islington,,61.56521739,E02000560,Islington 007,0.318117581,0.101752402,0.020491803,0.022894291,Central,Islington,E09000019,
Islington,,61.56521739,E02000561,Islington 008,0.214820553,0.062483863,0.009940615,0.019235735,Central,Islington,E09000019,
Islington,,61.56521739,E02000562,Islington 009,0.294807159,0.131711621,0.024703806,0.012099824,Central,Islington,E09000019,
Islington,,61.56521739,E02000563,Islington 010,0.341857177,0.162738628,0.027574829,0.011901956,Central,Islington,E09000019,
Islington,,61.56521739,E02000564,Islington 011,0.334286804,0.120327994,0.024694889,0.01849733,Central,Islington,E09000019,
Islington,,61.56521739,E02000565,Islington 012,0.378282643,0.179430805,0.029314767,0.011359472,Central,Islington,E09000019,
Islington,,61.56521739,E02000566,Islington 013,0.22721705,0.075575698,0.018618324,0.011391475,Central,Islington,E09000019,
Islington,,61.56521739,E02000567,Islington 014,0.275535818,0.106487739,0.022205059,0.012454142,Central,Islington,E09000019,
Islington,,61.56521739,E02000568,Islington 015,0.379532468,0.157090909,0.03812987,0.013090909,Central,Islington,E09000019,
Islington,,61.56521739,E02000569,Islington 016,0.276292157,0.112751946,0.022450609,0.013570146,Central,Islington,E09000019,
Islington,,61.56521739,E02000570,Islington 017,0.187347649,0.054556007,0.010562972,0.016831109,Central,Islington,E09000019,
Islington,,61.56521739,E02000571,Islington 018,0.285020545,0.116174823,0.029386129,0.013447889,Central,Islington,E09000019,
Islington,,61.56521739,E02000572,Islington 019,0.444405554,0.16847509,0.075487108,0.023217828,Central,Islington,E09000019,
Islington,,61.56521739,E02000573,Islington 020,0.204749827,0.055568365,0.013027438,0.017754208,Central,Islington,E09000019,
Islington,,61.56521739,E02000574,Islington 021,0.309728267,0.091989178,0.030231737,0.018233149,Central,Islington,E09000019,
Islington,,61.56521739,E02000575,Islington 022,0.308941038,0.084027252,0.026747414,0.037934225,Central,Islington,E09000019,
Islington,,61.56521739,E02000576,Islington 023,0.357903707,0.142735407,0.023327652,0.021623349,Central,Islington,E09000019,
Kensington and Chelsea,63.61904762,,E02000577,Kensington and Chelsea 001,0.561744687,0.244339492,0.025698014,0.010140297,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,63.61904762,,E02000578,Kensington and Chelsea 002,0.444808555,0.170921007,0.021214212,0.010003449,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,63.61904762,,E02000579,Kensington and Chelsea 003,0.3113974,0.107126277,0.008472609,0.009168988,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,63.61904762,,E02000580,Kensington and Chelsea 004,0.367648758,0.148931254,0.009012132,0.009012132,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,63.61904762,,E02000581,Kensington and Chelsea 005,0.459852014,0.188133735,0.014798575,0.008632502,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,63.61904762,,E02000582,Kensington and Chelsea 006,0.220655438,0.03930017,0.008486748,0.016190103,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,63.61904762,,E02000583,Kensington and Chelsea 007,0.201561002,0.042174449,0.003423251,0.010406682,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,63.61904762,,E02000584,Kensington and Chelsea 008,0.213744192,0.022377109,0.005013451,0.016752262,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,63.61904762,,E02000585,Kensington and Chelsea 009,0.326097328,0.045085878,0.010496183,0.022662214,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,63.61904762,,E02000586,Kensington and Chelsea 010,0.270433775,0.021366971,0.011841936,0.023297722,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,63.61904762,,E02000587,Kensington and Chelsea 011,0.262395321,0.01236209,0.010102353,0.020470557,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,63.61904762,,E02000588,Kensington and Chelsea 012,0.207010663,0.013727172,0.008211791,0.013482044,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,63.61904762,,E02000589,Kensington and Chelsea 013,0.351729038,0.033988631,0.012316438,0.024632875,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,63.61904762,,E02000590,Kensington and Chelsea 014,0.288239487,0.046044191,0.015538133,0.017106201,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,63.61904762,,E02000591,Kensington and Chelsea 015,0.404786527,0.058354262,0.018762003,0.028955533,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,63.61904762,,E02000592,Kensington and Chelsea 016,0.207217867,0.013163733,0.004733028,0.017600947,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,63.61904762,,E02000593,Kensington and Chelsea 017,0.249213012,0.03593914,0.009837356,0.021773347,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,63.61904762,,E02000594,Kensington and Chelsea 018,0.153750689,0.022062879,0.003861004,0.01241037,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,63.61904762,,E02000595,Kensington and Chelsea 019,0.17132724,0.023871232,0.003273769,0.012276633,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,63.61904762,,E02000596,Kensington and Chelsea 020,0.180416345,0.018889746,0.003469545,0.018632742,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,63.61904762,,E02000597,Kensington and Chelsea 021,0.360729313,0.08513324,0.028050491,0.016830295,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,,58.64761905,E02000577,Kensington and Chelsea 001,0.561744687,0.244339492,0.025698014,0.010140297,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,,58.64761905,E02000578,Kensington and Chelsea 002,0.444808555,0.170921007,0.021214212,0.010003449,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,,58.64761905,E02000579,Kensington and Chelsea 003,0.3113974,0.107126277,0.008472609,0.009168988,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,,58.64761905,E02000580,Kensington and Chelsea 004,0.367648758,0.148931254,0.009012132,0.009012132,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,,58.64761905,E02000581,Kensington and Chelsea 005,0.459852014,0.188133735,0.014798575,0.008632502,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,,58.64761905,E02000582,Kensington and Chelsea 006,0.220655438,0.03930017,0.008486748,0.016190103,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,,58.64761905,E02000583,Kensington and Chelsea 007,0.201561002,0.042174449,0.003423251,0.010406682,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,,58.64761905,E02000584,Kensington and Chelsea 008,0.213744192,0.022377109,0.005013451,0.016752262,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,,58.64761905,E02000585,Kensington and Chelsea 009,0.326097328,0.045085878,0.010496183,0.022662214,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,,58.64761905,E02000586,Kensington and Chelsea 010,0.270433775,0.021366971,0.011841936,0.023297722,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,,58.64761905,E02000587,Kensington and Chelsea 011,0.262395321,0.01236209,0.010102353,0.020470557,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,,58.64761905,E02000588,Kensington and Chelsea 012,0.207010663,0.013727172,0.008211791,0.013482044,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,,58.64761905,E02000589,Kensington and Chelsea 013,0.351729038,0.033988631,0.012316438,0.024632875,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,,58.64761905,E02000590,Kensington and Chelsea 014,0.288239487,0.046044191,0.015538133,0.017106201,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,,58.64761905,E02000591,Kensington and Chelsea 015,0.404786527,0.058354262,0.018762003,0.028955533,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,,58.64761905,E02000592,Kensington and Chelsea 016,0.207217867,0.013163733,0.004733028,0.017600947,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,,58.64761905,E02000593,Kensington and Chelsea 017,0.249213012,0.03593914,0.009837356,0.021773347,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,,58.64761905,E02000594,Kensington and Chelsea 018,0.153750689,0.022062879,0.003861004,0.01241037,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,,58.64761905,E02000595,Kensington and Chelsea 019,0.17132724,0.023871232,0.003273769,0.012276633,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,,58.64761905,E02000596,Kensington and Chelsea 020,0.180416345,0.018889746,0.003469545,0.018632742,Central,Kensington and Chelsea,E09000020,
Kensington and Chelsea,,58.64761905,E02000597,Kensington and Chelsea 021,0.360729313,0.08513324,0.028050491,0.016830295,Central,Kensington and Chelsea,E09000020,
Kingston upon Thames,77.62,,E02000598,Kingston upon Thames 001,0.177874187,0.011739186,0.010463187,0.032665561,South,Kingston upon Thames,E09000021,
Kingston upon Thames,77.62,,E02000599,Kingston upon Thames 002,0.363136176,0.028610729,0.041265475,0.078954608,South,Kingston upon Thames,E09000021,
Kingston upon Thames,77.62,,E02000600,Kingston upon Thames 003,0.281215805,0.03343465,0.022492401,0.033677812,South,Kingston upon Thames,E09000021,
Kingston upon Thames,77.62,,E02000601,Kingston upon Thames 004,0.211739841,0.019118071,0.015659525,0.033336536,South,Kingston upon Thames,E09000021,
Kingston upon Thames,77.62,,E02000602,Kingston upon Thames 005,0.285942492,0.054952077,0.019488818,0.029179979,South,Kingston upon Thames,E09000021,
Kingston upon Thames,77.62,,E02000603,Kingston upon Thames 006,0.363613232,0.03956743,0.040203562,0.047709924,South,Kingston upon Thames,E09000021,
Kingston upon Thames,77.62,,E02000604,Kingston upon Thames 007,0.364081062,0.020265549,0.026787794,0.034591195,South,Kingston upon Thames,E09000021,
Kingston upon Thames,77.62,,E02000605,Kingston upon Thames 008,0.306498792,0.015134173,0.027851965,0.04222307,South,Kingston upon Thames,E09000021,
Kingston upon Thames,77.62,,E02000606,Kingston upon Thames 009,0.234194123,0.022558623,0.011774018,0.03799347,South,Kingston upon Thames,E09000021,
Kingston upon Thames,77.62,,E02000607,Kingston upon Thames 010,0.170449553,0.024161663,0.016839947,0.027822522,South,Kingston upon Thames,E09000021,
Kingston upon Thames,77.62,,E02000608,Kingston upon Thames 011,0.22007722,0.034606035,0.013871014,0.04046904,South,Kingston upon Thames,E09000021,
Kingston upon Thames,77.62,,E02000609,Kingston upon Thames 012,0.406884496,0.023127605,0.073147775,0.049616781,South,Kingston upon Thames,E09000021,
Kingston upon Thames,77.62,,E02000610,Kingston upon Thames 013,0.205138288,0.027002228,0.018613187,0.035653428,South,Kingston upon Thames,E09000021,
Kingston upon Thames,77.62,,E02000611,Kingston upon Thames 014,0.223164228,0.012990565,0.025434158,0.049911117,South,Kingston upon Thames,E09000021,
Kingston upon Thames,77.62,,E02000612,Kingston upon Thames 015,0.272421525,0.013826607,0.036372696,0.041978077,South,Kingston upon Thames,E09000021,
Kingston upon Thames,77.62,,E02000613,Kingston upon Thames 016,0.190664456,0.027164902,0.014666497,0.037112613,South,Kingston upon Thames,E09000021,
Kingston upon Thames,77.62,,E02000614,Kingston upon Thames 017,0.352927178,0.028200857,0.038791052,0.084245597,South,Kingston upon Thames,E09000021,
Kingston upon Thames,77.62,,E02000615,Kingston upon Thames 018,0.167982867,0.024227011,0.018872976,0.018337572,South,Kingston upon Thames,E09000021,
Kingston upon Thames,77.62,,E02000616,Kingston upon Thames 019,0.116232797,0.014259658,0.009616979,0.011440889,South,Kingston upon Thames,E09000021,
Kingston upon Thames,77.62,,E02000617,Kingston upon Thames 020,0.153918238,0.022373199,0.010308071,0.022021788,South,Kingston upon Thames,E09000021,
Kingston upon Thames,,74.12,E02000598,Kingston upon Thames 001,0.177874187,0.011739186,0.010463187,0.032665561,South,Kingston upon Thames,E09000021,
Kingston upon Thames,,74.12,E02000599,Kingston upon Thames 002,0.363136176,0.028610729,0.041265475,0.078954608,South,Kingston upon Thames,E09000021,
Kingston upon Thames,,74.12,E02000600,Kingston upon Thames 003,0.281215805,0.03343465,0.022492401,0.033677812,South,Kingston upon Thames,E09000021,
Kingston upon Thames,,74.12,E02000601,Kingston upon Thames 004,0.211739841,0.019118071,0.015659525,0.033336536,South,Kingston upon Thames,E09000021,
Kingston upon Thames,,74.12,E02000602,Kingston upon Thames 005,0.285942492,0.054952077,0.019488818,0.029179979,South,Kingston upon Thames,E09000021,
Kingston upon Thames,,74.12,E02000603,Kingston upon Thames 006,0.363613232,0.03956743,0.040203562,0.047709924,South,Kingston upon Thames,E09000021,
Kingston upon Thames,,74.12,E02000604,Kingston upon Thames 007,0.364081062,0.020265549,0.026787794,0.034591195,South,Kingston upon Thames,E09000021,
Kingston upon Thames,,74.12,E02000605,Kingston upon Thames 008,0.306498792,0.015134173,0.027851965,0.04222307,South,Kingston upon Thames,E09000021,
Kingston upon Thames,,74.12,E02000606,Kingston upon Thames 009,0.234194123,0.022558623,0.011774018,0.03799347,South,Kingston upon Thames,E09000021,
Kingston upon Thames,,74.12,E02000607,Kingston upon Thames 010,0.170449553,0.024161663,0.016839947,0.027822522,South,Kingston upon Thames,E09000021,
Kingston upon Thames,,74.12,E02000608,Kingston upon Thames 011,0.22007722,0.034606035,0.013871014,0.04046904,South,Kingston upon Thames,E09000021,
Kingston upon Thames,,74.12,E02000609,Kingston upon Thames 012,0.406884496,0.023127605,0.073147775,0.049616781,South,Kingston upon Thames,E09000021,
Kingston upon Thames,,74.12,E02000610,Kingston upon Thames 013,0.205138288,0.027002228,0.018613187,0.035653428,South,Kingston upon Thames,E09000021,
Kingston upon Thames,,74.12,E02000611,Kingston upon Thames 014,0.223164228,0.012990565,0.025434158,0.049911117,South,Kingston upon Thames,E09000021,
Kingston upon Thames,,74.12,E02000612,Kingston upon Thames 015,0.272421525,0.013826607,0.036372696,0.041978077,South,Kingston upon Thames,E09000021,
Kingston upon Thames,,74.12,E02000613,Kingston upon Thames 016,0.190664456,0.027164902,0.014666497,0.037112613,South,Kingston upon Thames,E09000021,
Kingston upon Thames,,74.12,E02000614,Kingston upon Thames 017,0.352927178,0.028200857,0.038791052,0.084245597,South,Kingston upon Thames,E09000021,
Kingston upon Thames,,74.12,E02000615,Kingston upon Thames 018,0.167982867,0.024227011,0.018872976,0.018337572,South,Kingston upon Thames,E09000021,
Kingston upon Thames,,74.12,E02000616,Kingston upon Thames 019,0.116232797,0.014259658,0.009616979,0.011440889,South,Kingston upon Thames,E09000021,
Kingston upon Thames,,74.12,E02000617,Kingston upon Thames 020,0.153918238,0.022373199,0.010308071,0.022021788,South,Kingston upon Thames,E09000021,
Lambeth,66.48571429,,E02000619,Lambeth 002,0.472560219,0.29364291,0.017506829,0.014278619,Central,Lambeth,E09000022,
Lambeth,66.48571429,,E02000620,Lambeth 003,0.410779082,0.240234792,0.010138741,0.010779082,Central,Lambeth,E09000022,
Lambeth,66.48571429,,E02000621,Lambeth 004,0.373094256,0.186499185,0.011506376,0.020232045,Central,Lambeth,E09000022,
Lambeth,66.48571429,,E02000622,Lambeth 005,0.396713615,0.23869533,0.011860638,0.00951322,Central,Lambeth,E09000022,
Lambeth,66.48571429,,E02000623,Lambeth 006,0.466583229,0.298873592,0.010262829,0.007133917,Central,Lambeth,E09000022,
Lambeth,66.48571429,,E02000624,Lambeth 007,0.515797392,0.342778335,0.012412237,0.006770311,Central,Lambeth,E09000022,
Lambeth,66.48571429,,E02000625,Lambeth 008,0.509149623,0.334170554,0.012558306,0.008132998,Central,Lambeth,E09000022,
Lambeth,66.48571429,,E02000626,Lambeth 009,0.647150946,0.482953861,0.013612818,0.003493555,Central,Lambeth,E09000022,
Lambeth,66.48571429,,E02000627,Lambeth 010,0.434019434,0.277713927,0.009612371,0.010657194,Central,Lambeth,E09000022,
Lambeth,66.48571429,,E02000628,Lambeth 011,0.608262255,0.416503956,0.016545062,0.009968143,Central,Lambeth,E09000022,
Lambeth,66.48571429,,E02000629,Lambeth 012,0.294365106,0.165836378,0.011624045,0.012398982,Central,Lambeth,E09000022,
