,1st_Dose_Uptake_%,2nd_Dose_Uptake_%,MSOA11CD,MSOA11NM,all_bame_prop,all_black_prop,pakistani_or_bangladeshi_prop,all_indian_prop,Region,Borough,Code,Unnamed: 10
Croydon,,66.25454545,E02000214,Croydon 021,0.327774214,0.125561257,0.030628608,0.046664529,South,Croydon,E09000008,
Croydon,,66.25454545,E02000215,Croydon 022,0.455219624,0.145845218,0.032991063,0.098783039,South,Croydon,E09000008,
Croydon,,66.25454545,E02000216,Croydon 023,0.508014248,0.077916296,0.028198278,0.255120214,South,Croydon,E09000008,
Croydon,,66.25454545,E02000217,Croydon 024,0.476568951,0.201589595,0.026837325,0.060693642,South,Croydon,E09000008,
Croydon,,66.25454545,E02000218,Croydon 025,0.400301205,0.213855422,0.02876506,0.039307229,South,Croydon,E09000008,
Croydon,,66.25454545,E02000219,Croydon 026,0.260473588,0.074551132,0.024329951,0.067785584,South,Croydon,E09000008,
Croydon,,66.25454545,E02000220,Croydon 027,0.418479911,0.152919745,0.025402287,0.079242992,South,Croydon,E09000008,
Croydon,,66.25454545,E02000221,Croydon 028,0.461507128,0.198574338,0.030549898,0.05610998,South,Croydon,E09000008,
Croydon,,66.25454545,E02000222,Croydon 029,0.308072488,0.097706248,0.019769357,0.060068432,South,Croydon,E09000008,
Croydon,,66.25454545,E02000223,Croydon 030,0.38370565,0.252896906,0.011707084,0.006211922,South,Croydon,E09000008,
Croydon,,66.25454545,E02000224,Croydon 031,0.316631963,0.116866216,0.01887038,0.043987507,South,Croydon,E09000008,
Croydon,,66.25454545,E02000225,Croydon 032,0.223490378,0.138686131,0.00729927,0.008759124,South,Croydon,E09000008,
Croydon,,66.25454545,E02000226,Croydon 033,0.230799841,0.063138347,0.021222974,0.057965247,South,Croydon,E09000008,
Croydon,,66.25454545,E02000227,Croydon 034,0.200070108,0.089387433,0.013057576,0.023749014,South,Croydon,E09000008,
Croydon,,66.25454545,E02000228,Croydon 035,0.204757524,0.038375608,0.017742147,0.059797608,South,Croydon,E09000008,
Croydon,,66.25454545,E02000229,Croydon 036,0.253216191,0.150611861,0.009099467,0.009570129,South,Croydon,E09000008,
Croydon,,66.25454545,E02000230,Croydon 037,0.316973619,0.079442509,0.029666501,0.068193131,South,Croydon,E09000008,
Croydon,,66.25454545,E02000231,Croydon 038,0.325439167,0.054651919,0.040208198,0.11008458,South,Croydon,E09000008,
Croydon,,66.25454545,E02000232,Croydon 039,0.170452715,0.044949251,0.01433865,0.035604962,South,Croydon,E09000008,
Croydon,,66.25454545,E02000233,Croydon 040,0.246617767,0.079054605,0.021841891,0.044987775,South,Croydon,E09000008,
Croydon,,66.25454545,E02000234,Croydon 041,0.262744609,0.078399601,0.017948398,0.046989904,South,Croydon,E09000008,
Croydon,,66.25454545,E02000235,Croydon 042,0.186710677,0.057405281,0.011337543,0.031716418,South,Croydon,E09000008,
Croydon,,66.25454545,E02000236,Croydon 043,0.158767463,0.041389215,0.009792401,0.031335684,South,Croydon,E09000008,
Croydon,,66.25454545,E02000237,Croydon 044,0.139531773,0.043210702,0.003745819,0.015652174,South,Croydon,E09000008,
Croydon,,66.25454545,E02006788,Croydon 045,0.498271277,0.307579787,0.016223404,0.024069149,South,Croydon,E09000008,
Ealing,69.14358974,,E02000238,Ealing 001,0.522842105,0.136210526,0.045684211,0.126947368,West,Ealing,E09000009,
Ealing,69.14358974,,E02000239,Ealing 002,0.584222222,0.092777778,0.073222222,0.206,West,Ealing,E09000009,
Ealing,69.14358974,,E02000240,Ealing 003,0.528105212,0.1730151,0.036337068,0.077350219,West,Ealing,E09000009,
Ealing,69.14358974,,E02000241,Ealing 004,0.48847718,0.119144449,0.037204398,0.097755686,West,Ealing,E09000009,
Ealing,69.14358974,,E02000242,Ealing 005,0.635960373,0.070087239,0.05914535,0.21514121,West,Ealing,E09000009,
Ealing,69.14358974,,E02000243,Ealing 006,0.510400752,0.124338935,0.04301328,0.120930779,West,Ealing,E09000009,
Ealing,69.14358974,,E02000244,Ealing 007,0.461377579,0.084495259,0.042944785,0.094255438,West,Ealing,E09000009,
Ealing,69.14358974,,E02000245,Ealing 008,0.564982835,0.204757234,0.048430603,0.087665522,West,Ealing,E09000009,
Ealing,69.14358974,,E02000246,Ealing 009,0.545381802,0.189414723,0.049954275,0.079789666,West,Ealing,E09000009,
Ealing,69.14358974,,E02000247,Ealing 010,0.578288708,0.164629414,0.050931315,0.114377183,West,Ealing,E09000009,
Ealing,69.14358974,,E02000248,Ealing 011,0.469730025,0.058358331,0.034360513,0.095991274,West,Ealing,E09000009,
Ealing,69.14358974,,E02000249,Ealing 012,0.550446833,0.116047144,0.052065795,0.133402409,West,Ealing,E09000009,
Ealing,69.14358974,,E02000250,Ealing 013,0.242176661,0.025127177,0.013565593,0.051641745,West,Ealing,E09000009,
Ealing,69.14358974,,E02000251,Ealing 014,0.720669688,0.106998993,0.094284995,0.271777442,West,Ealing,E09000009,
Ealing,69.14358974,,E02000252,Ealing 015,0.511539254,0.176282712,0.029569339,0.057078096,West,Ealing,E09000009,
Ealing,69.14358974,,E02000253,Ealing 016,0.452761628,0.152512458,0.02595515,0.054921096,West,Ealing,E09000009,
Ealing,69.14358974,,E02000254,Ealing 017,0.873840653,0.064923455,0.112638284,0.447200805,West,Ealing,E09000009,
Ealing,69.14358974,,E02000255,Ealing 018,0.384997359,0.124564184,0.026096144,0.059482303,West,Ealing,E09000009,
Ealing,69.14358974,,E02000256,Ealing 019,0.3084302,0.050107211,0.017492382,0.068953843,West,Ealing,E09000009,
Ealing,69.14358974,,E02000257,Ealing 020,0.373010586,0.048930343,0.018062033,0.074690947,West,Ealing,E09000009,
Ealing,69.14358974,,E02000258,Ealing 021,0.410549777,0.097473997,0.017384844,0.030757801,West,Ealing,E09000009,
Ealing,69.14358974,,E02000259,Ealing 022,0.307361377,0.081102613,0.024378585,0.054333971,West,Ealing,E09000009,
Ealing,69.14358974,,E02000260,Ealing 023,0.904477612,0.083352468,0.107347876,0.46934558,West,Ealing,E09000009,
Ealing,69.14358974,,E02000261,Ealing 024,0.490897269,0.143878878,0.037804198,0.042262679,West,Ealing,E09000009,
Ealing,69.14358974,,E02000262,Ealing 025,0.371540616,0.108907563,0.032156863,0.033053221,West,Ealing,E09000009,
Ealing,69.14358974,,E02000263,Ealing 026,0.93864398,0.068316576,0.176248174,0.466357309,West,Ealing,E09000009,
Ealing,69.14358974,,E02000264,Ealing 027,0.333950389,0.047389856,0.022460817,0.062446008,West,Ealing,E09000009,
Ealing,69.14358974,,E02000265,Ealing 028,0.382948107,0.114938394,0.038942351,0.064484216,West,Ealing,E09000009,
Ealing,69.14358974,,E02000266,Ealing 029,0.772930014,0.229827265,0.088962777,0.220825562,West,Ealing,E09000009,
Ealing,69.14358974,,E02000267,Ealing 030,0.286745596,0.078977765,0.02237944,0.040427375,West,Ealing,E09000009,
Ealing,69.14358974,,E02000268,Ealing 031,0.268754007,0.067749519,0.01688395,0.046804873,West,Ealing,E09000009,
Ealing,69.14358974,,E02000269,Ealing 032,0.233597425,0.035899975,0.013369646,0.05904927,West,Ealing,E09000009,
Ealing,69.14358974,,E02000270,Ealing 033,0.519706577,0.236851921,0.023125699,0.036553525,West,Ealing,E09000009,
Ealing,69.14358974,,E02000271,Ealing 034,0.172112968,0.032234216,0.0104983,0.022475233,West,Ealing,E09000009,
Ealing,69.14358974,,E02000272,Ealing 035,0.258743331,0.049051571,0.022969769,0.060314167,West,Ealing,E09000009,
Ealing,69.14358974,,E02000274,Ealing 037,0.916201995,0.120317286,0.110421739,0.469724338,West,Ealing,E09000009,
Ealing,69.14358974,,E02000275,Ealing 038,0.829907068,0.086172909,0.087721769,0.440157702,West,Ealing,E09000009,
Ealing,69.14358974,,E02000276,Ealing 039,0.243528712,0.050580184,0.00907468,0.050133889,West,Ealing,E09000009,
Ealing,69.14358974,,E02006791,Ealing 040,0.243182834,0.075696617,0.012814782,0.035464163,West,Ealing,E09000009,
Ealing,,65.14358974,E02000238,Ealing 001,0.522842105,0.136210526,0.045684211,0.126947368,West,Ealing,E09000009,
Ealing,,65.14358974,E02000239,Ealing 002,0.584222222,0.092777778,0.073222222,0.206,West,Ealing,E09000009,
Ealing,,65.14358974,E02000240,Ealing 003,0.528105212,0.1730151,0.036337068,0.077350219,West,Ealing,E09000009,
Ealing,,65.14358974,E02000241,Ealing 004,0.48847718,0.119144449,0.037204398,0.097755686,West,Ealing,E09000009,
Ealing,,65.14358974,E02000242,Ealing 005,0.635960373,0.070087239,0.05914535,0.21514121,West,Ealing,E09000009,
Ealing,,65.14358974,E02000243,Ealing 006,0.510400752,0.124338935,0.04301328,0.120930779,West,Ealing,E09000009,
Ealing,,65.14358974,E02000244,Ealing 007,0.461377579,0.084495259,0.042944785,0.094255438,West,Ealing,E09000009,
Ealing,,65.14358974,E02000245,Ealing 008,0.564982835,0.204757234,0.048430603,0.087665522,West,Ealing,E09000009,
Ealing,,65.14358974,E02000246,Ealing 009,0.545381802,0.189414723,0.049954275,0.079789666,West,Ealing,E09000009,
Ealing,,65.14358974,E02000247,Ealing 010,0.578288708,0.164629414,0.050931315,0.114377183,West,Ealing,E09000009,
Ealing,,65.14358974,E02000248,Ealing 011,0.469730025,0.058358331,0.034360513,0.095991274,West,Ealing,E09000009,
Ealing,,65.14358974,E02000249,Ealing 012,0.550446833,0.116047144,0.052065795,0.133402409,West,Ealing,E09000009,
Ealing,,65.14358974,E02000250,Ealing 013,0.242176661,0.025127177,0.013565593,0.051641745,West,Ealing,E09000009,
Ealing,,65.14358974,E02000251,Ealing 014,0.720669688,0.106998993,0.094284995,0.271777442,West,Ealing,E09000009,
Ealing,,65.14358974,E02000252,Ealing 015,0.511539254,0.176282712,0.029569339,0.057078096,West,Ealing,E09000009,
Ealing,,65.14358974,E02000253,Ealing 016,0.452761628,0.152512458,0.02595515,0.054921096,West,Ealing,E09000009,
Ealing,,65.14358974,E02000254,Ealing 017,0.873840653,0.064923455,0.112638284,0.447200805,West,Ealing,E09000009,
Ealing,,65.14358974,E02000255,Ealing 018,0.384997359,0.124564184,0.026096144,0.059482303,West,Ealing,E09000009,
Ealing,,65.14358974,E02000256,Ealing 019,0.3084302,0.050107211,0.017492382,0.068953843,West,Ealing,E09000009,
Ealing,,65.14358974,E02000257,Ealing 020,0.373010586,0.048930343,0.018062033,0.074690947,West,Ealing,E09000009,
Ealing,,65.14358974,E02000258,Ealing 021,0.410549777,0.097473997,0.017384844,0.030757801,West,Ealing,E09000009,
Ealing,,65.14358974,E02000259,Ealing 022,0.307361377,0.081102613,0.024378585,0.054333971,West,Ealing,E09000009,
Ealing,,65.14358974,E02000260,Ealing 023,0.904477612,0.083352468,0.107347876,0.46934558,West,Ealing,E09000009,
Ealing,,65.14358974,E02000261,Ealing 024,0.490897269,0.143878878,0.037804198,0.042262679,West,Ealing,E09000009,
Ealing,,65.14358974,E02000262,Ealing 025,0.371540616,0.108907563,0.032156863,0.033053221,West,Ealing,E09000009,
Ealing,,65.14358974,E02000263,Ealing 026,0.93864398,0.068316576,0.176248174,0.466357309,West,Ealing,E09000009,
Ealing,,65.14358974,E02000264,Ealing 027,0.333950389,0.047389856,0.022460817,0.062446008,West,Ealing,E09000009,
Ealing,,65.14358974,E02000265,Ealing 028,0.382948107,0.114938394,0.038942351,0.064484216,West,Ealing,E09000009,
Ealing,,65.14358974,E02000266,Ealing 029,0.772930014,0.229827265,0.088962777,0.220825562,West,Ealing,E09000009,
Ealing,,65.14358974,E02000267,Ealing 030,0.286745596,0.078977765,0.02237944,0.040427375,West,Ealing,E09000009,
Ealing,,65.14358974,E02000268,Ealing 031,0.268754007,0.067749519,0.01688395,0.046804873,West,Ealing,E09000009,
Ealing,,65.14358974,E02000269,Ealing 032,0.233597425,0.035899975,0.013369646,0.05904927,West,Ealing,E09000009,
Ealing,,65.14358974,E02000270,Ealing 033,0.519706577,0.236851921,0.023125699,0.036553525,West,Ealing,E09000009,
Ealing,,65.14358974,E02000271,Ealing 034,0.172112968,0.032234216,0.0104983,0.022475233,West,Ealing,E09000009,
Ealing,,65.14358974,E02000272,Ealing 035,0.258743331,0.049051571,0.022969769,0.060314167,West,Ealing,E09000009,
Ealing,,65.14358974,E02000274,Ealing 037,0.916201995,0.120317286,0.110421739,0.469724338,West,Ealing,E09000009,
Ealing,,65.14358974,E02000275,Ealing 038,0.829907068,0.086172909,0.087721769,0.440157702,West,Ealing,E09000009,
Ealing,,65.14358974,E02000276,Ealing 039,0.243528712,0.050580184,0.00907468,0.050133889,West,Ealing,E09000009,
Ealing,,65.14358974,E02006791,Ealing 040,0.243182834,0.075696617,0.012814782,0.035464163,West,Ealing,E09000009,
Enfield,68.80555556,,E02000277,Enfield 001,0.350656687,0.201807654,0.013274961,0.012710069,North,Enfield,E09000010,
Enfield,68.80555556,,E02000278,Enfield 002,0.390743465,0.219644676,0.016974086,0.012447663,North,Enfield,E09000010,
Enfield,68.80555556,,E02000279,Enfield 003,0.482022671,0.281083953,0.017534538,0.023467942,North,Enfield,E09000010,
Enfield,68.80555556,,E02000280,Enfield 004,0.178743394,0.062008221,0.007985907,0.020551967,North,Enfield,E09000010,
Enfield,68.80555556,,E02000281,Enfield 005,0.317713639,0.141369553,0.014827391,0.021618563,North,Enfield,E09000010,
Enfield,68.80555556,,E02000282,Enfield 006,0.428195283,0.227427318,0.020296215,0.013384531,North,Enfield,E09000010,
Enfield,68.80555556,,E02000283,Enfield 007,0.396130104,0.20477208,0.021842355,0.018162393,North,Enfield,E09000010,
Enfield,68.80555556,,E02000284,Enfield 008,0.188414634,0.060365854,0.011829268,0.020853659,North,Enfield,E09000010,
Enfield,68.80555556,,E02000285,Enfield 009,0.175079582,0.055479764,0.009246627,0.020615431,North,Enfield,E09000010,
Enfield,68.80555556,,E02000286,Enfield 010,0.192081392,0.049644521,0.011645011,0.032606031,North,Enfield,E09000010,
Enfield,68.80555556,,E02000287,Enfield 011,0.237285651,0.047926132,0.011725048,0.058918364,North,Enfield,E09000010,
Enfield,68.80555556,,E02000288,Enfield 012,0.493040991,0.234032412,0.083031459,0.016968541,North,Enfield,E09000010,
Enfield,68.80555556,,E02000289,Enfield 013,0.23001979,0.03562186,0.016897549,0.058913077,North,Enfield,E09000010,
Enfield,68.80555556,,E02000290,Enfield 014,0.548053024,0.276166805,0.072908036,0.019745927,North,Enfield,E09000010,
Enfield,68.80555556,,E02000291,Enfield 015,0.297960556,0.127073061,0.013558942,0.017144778,North,Enfield,E09000010,
Enfield,68.80555556,,E02000292,Enfield 016,0.33273797,0.13154024,0.021853331,0.029838201,North,Enfield,E09000010,
Enfield,68.80555556,,E02000293,Enfield 017,0.190899001,0.040748375,0.012367211,0.037577295,North,Enfield,E09000010,
Enfield,68.80555556,,E02000294,Enfield 018,0.510192589,0.263205316,0.048316252,0.029958329,North,Enfield,E09000010,
Enfield,68.80555556,,E02000295,Enfield 019,0.306424648,0.063052305,0.020062097,0.057081443,North,Enfield,E09000010,
Enfield,68.80555556,,E02000296,Enfield 020,0.315049816,0.06135291,0.022024122,0.065023597,North,Enfield,E09000010,
Enfield,68.80555556,,E02000297,Enfield 021,0.249408475,0.081092708,0.026349753,0.038287804,North,Enfield,E09000010,
Enfield,68.80555556,,E02000298,Enfield 022,0.192828485,0.04275326,0.006268806,0.038615848,North,Enfield,E09000010,
Enfield,68.80555556,,E02000299,Enfield 023,0.592998282,0.333870275,0.032109107,0.032646048,North,Enfield,E09000010,
Enfield,68.80555556,,E02000300,Enfield 024,0.570307711,0.298639206,0.029299988,0.037268604,North,Enfield,E09000010,
Enfield,68.80555556,,E02000301,Enfield 025,0.582224429,0.327308838,0.027308838,0.023535253,North,Enfield,E09000010,
Enfield,68.80555556,,E02000302,Enfield 026,0.354311794,0.115061254,0.021498919,0.06413644,North,Enfield,E09000010,
Enfield,68.80555556,,E02000303,Enfield 027,0.552681764,0.282598331,0.052920143,0.026340882,North,Enfield,E09000010,
Enfield,68.80555556,,E02000304,Enfield 028,0.263567808,0.035974781,0.017554704,0.072938559,North,Enfield,E09000010,
Enfield,68.80555556,,E02000305,Enfield 029,0.27418047,0.065909881,0.02247191,0.04088961,North,Enfield,E09000010,
Enfield,68.80555556,,E02000306,Enfield 030,0.621597989,0.380260138,0.040441578,0.02306263,North,Enfield,E09000010,
Enfield,68.80555556,,E02000307,Enfield 031,0.483743543,0.198622506,0.029676897,0.069887572,North,Enfield,E09000010,
Enfield,68.80555556,,E02000308,Enfield 032,0.405894519,0.103671148,0.029731127,0.097207859,North,Enfield,E09000010,
Enfield,68.80555556,,E02000309,Enfield 033,0.613404519,0.343979407,0.023834493,0.034226332,North,Enfield,E09000010,
Enfield,68.80555556,,E02000311,Enfield 035,0.439424635,0.136142626,0.034136953,0.068679092,North,Enfield,E09000010,
Enfield,68.80555556,,E02000312,Enfield 036,0.344600401,0.09930297,0.02501671,0.06874821,North,Enfield,E09000010,
Enfield,68.80555556,,E02006793,Enfield 037,0.588908846,0.318140997,0.03558599,0.022900763,North,Enfield,E09000010,
Enfield,,65.08333333,E02000277,Enfield 001,0.350656687,0.201807654,0.013274961,0.012710069,North,Enfield,E09000010,
Enfield,,65.08333333,E02000278,Enfield 002,0.390743465,0.219644676,0.016974086,0.012447663,North,Enfield,E09000010,
Enfield,,65.08333333,E02000279,Enfield 003,0.482022671,0.281083953,0.017534538,0.023467942,North,Enfield,E09000010,
Enfield,,65.08333333,E02000280,Enfield 004,0.178743394,0.062008221,0.007985907,0.020551967,North,Enfield,E09000010,
Enfield,,65.08333333,E02000281,Enfield 005,0.317713639,0.141369553,0.014827391,0.021618563,North,Enfield,E09000010,
Enfield,,65.08333333,E02000282,Enfield 006,0.428195283,0.227427318,0.020296215,0.013384531,North,Enfield,E09000010,
Enfield,,65.08333333,E02000283,Enfield 007,0.396130104,0.20477208,0.021842355,0.018162393,North,Enfield,E09000010,
Enfield,,65.08333333,E02000284,Enfield 008,0.188414634,0.060365854,0.011829268,0.020853659,North,Enfield,E09000010,
Enfield,,65.08333333,E02000285,Enfield 009,0.175079582,0.055479764,0.009246627,0.020615431,North,Enfield,E09000010,
Enfield,,65.08333333,E02000286,Enfield 010,0.192081392,0.049644521,0.011645011,0.032606031,North,Enfield,E09000010,
Enfield,,65.08333333,E02000287,Enfield 011,0.237285651,0.047926132,0.011725048,0.058918364,North,Enfield,E09000010,
Enfield,,65.08333333,E02000288,Enfield 012,0.493040991,0.234032412,0.083031459,0.016968541,North,Enfield,E09000010,
Enfield,,65.08333333,E02000289,Enfield 013,0.23001979,0.03562186,0.016897549,0.058913077,North,Enfield,E09000010,
Enfield,,65.08333333,E02000290,Enfield 014,0.548053024,0.276166805,0.072908036,0.019745927,North,Enfield,E09000010,
Enfield,,65.08333333,E02000291,Enfield 015,0.297960556,0.127073061,0.013558942,0.017144778,North,Enfield,E09000010,
Enfield,,65.08333333,E02000292,Enfield 016,0.33273797,0.13154024,0.021853331,0.029838201,North,Enfield,E09000010,
Enfield,,65.08333333,E02000293,Enfield 017,0.190899001,0.040748375,0.012367211,0.037577295,North,Enfield,E09000010,
Enfield,,65.08333333,E02000294,Enfield 018,0.510192589,0.263205316,0.048316252,0.029958329,North,Enfield,E09000010,
Enfield,,65.08333333,E02000295,Enfield 019,0.306424648,0.063052305,0.020062097,0.057081443,North,Enfield,E09000010,
Enfield,,65.08333333,E02000296,Enfield 020,0.315049816,0.06135291,0.022024122,0.065023597,North,Enfield,E09000010,
Enfield,,65.08333333,E02000297,Enfield 021,0.249408475,0.081092708,0.026349753,0.038287804,North,Enfield,E09000010,
Enfield,,65.08333333,E02000298,Enfield 022,0.192828485,0.04275326,0.006268806,0.038615848,North,Enfield,E09000010,
Enfield,,65.08333333,E02000299,Enfield 023,0.592998282,0.333870275,0.032109107,0.032646048,North,Enfield,E09000010,
Enfield,,65.08333333,E02000300,Enfield 024,0.570307711,0.298639206,0.029299988,0.037268604,North,Enfield,E09000010,
Enfield,,65.08333333,E02000301,Enfield 025,0.582224429,0.327308838,0.027308838,0.023535253,North,Enfield,E09000010,
Enfield,,65.08333333,E02000302,Enfield 026,0.354311794,0.115061254,0.021498919,0.06413644,North,Enfield,E09000010,
Enfield,,65.08333333,E02000303,Enfield 027,0.552681764,0.282598331,0.052920143,0.026340882,North,Enfield,E09000010,
Enfield,,65.08333333,E02000304,Enfield 028,0.263567808,0.035974781,0.017554704,0.072938559,North,Enfield,E09000010,
Enfield,,65.08333333,E02000305,Enfield 029,0.27418047,0.065909881,0.02247191,0.04088961,North,Enfield,E09000010,
Enfield,,65.08333333,E02000306,Enfield 030,0.621597989,0.380260138,0.040441578,0.02306263,North,Enfield,E09000010,
Enfield,,65.08333333,E02000307,Enfield 031,0.483743543,0.198622506,0.029676897,0.069887572,North,Enfield,E09000010,
Enfield,,65.08333333,E02000308,Enfield 032,0.405894519,0.103671148,0.029731127,0.097207859,North,Enfield,E09000010,
Enfield,,65.08333333,E02000309,Enfield 033,0.613404519,0.343979407,0.023834493,0.034226332,North,Enfield,E09000010,
Enfield,,65.08333333,E02000311,Enfield 035,0.439424635,0.136142626,0.034136953,0.068679092,North,Enfield,E09000010,
Enfield,,65.08333333,E02000312,Enfield 036,0.344600401,0.09930297,0.02501671,0.06874821,North,Enfield,E09000010,
Enfield,,65.08333333,E02006793,Enfield 037,0.588908846,0.318140997,0.03558599,0.022900763,North,Enfield,E09000010,
Greenwich,72.13636364,,E02000313,Greenwich 001,0.507310387,0.407401767,0.007158087,0.008833384,East,Greenwich,E09000011,
Greenwich,72.13636364,,E02000314,Greenwich 002,0.610680644,0.438088727,0.017775752,0.018155576,East,Greenwich,E09000011,
Greenwich,72.13636364,,E02000315,Greenwich 003,0.477202643,0.348127753,0.014096916,0.019933921,East,Greenwich,E09000011,
Greenwich,72.13636364,,E02000316,Greenwich 004,0.468837209,0.241395349,0.017023256,0.030604651,East,Greenwich,E09000011,
Greenwich,72.13636364,,E02000317,Greenwich 005,0.517084827,0.313142174,0.020430108,0.017682198,East,Greenwich,E09000011,
Greenwich,72.13636364,,E02000318,Greenwich 006,0.649766308,0.231660232,0.050701077,0.086466165,East,Greenwich,E09000011,
Greenwich,72.13636364,,E02000319,Greenwich 007,0.584267615,0.273174733,0.041017227,0.071643424,East,Greenwich,E09000011,
Greenwich,72.13636364,,E02000320,Greenwich 008,0.443387681,0.247131643,0.016757246,0.028985507,East,Greenwich,E09000011,
Greenwich,72.13636364,,E02000321,Greenwich 009,0.497916667,0.276111111,0.021805556,0.028611111,East,Greenwich,E09000011,
Greenwich,72.13636364,,E02000323,Greenwich 011,0.609705827,0.327150084,0.028855162,0.056960839,East,Greenwich,E09000011,
Greenwich,72.13636364,,E02000324,Greenwich 012,0.398906357,0.176760082,0.024333561,0.026930964,East,Greenwich,E09000011,
Greenwich,72.13636364,,E02000326,Greenwich 014,0.323620934,0.132673267,0.015417256,0.037623762,East,Greenwich,E09000011,
Greenwich,72.13636364,,E02000327,Greenwich 015,0.524102564,0.332893773,0.013186813,0.014212454,East,Greenwich,E09000011,
Greenwich,72.13636364,,E02000328,Greenwich 016,0.183772328,0.065849228,0.004087193,0.021192855,East,Greenwich,E09000011,
Greenwich,72.13636364,,E02000329,Greenwich 017,0.359223301,0.16618123,0.025889968,0.053559871,East,Greenwich,E09000011,
Greenwich,72.13636364,,E02000331,Greenwich 019,0.352573107,0.15668497,0.01660069,0.036393819,East,Greenwich,E09000011,
Greenwich,72.13636364,,E02000332,Greenwich 020,0.31462843,0.158417207,0.015993382,0.034192748,East,Greenwich,E09000011,
Greenwich,72.13636364,,E02000333,Greenwich 021,0.153613016,0.049130643,0.004147392,0.021534535,East,Greenwich,E09000011,
Greenwich,72.13636364,,E02000334,Greenwich 022,0.316741382,0.137888391,0.019786675,0.033699181,East,Greenwich,E09000011,
Greenwich,72.13636364,,E02000335,Greenwich 023,0.115742862,0.031149794,0.002748511,0.013895251,East,Greenwich,E09000011,
Greenwich,72.13636364,,E02000337,Greenwich 025,0.199215785,0.086896028,0.006956742,0.018214015,East,Greenwich,E09000011,
Greenwich,72.13636364,,E02000339,Greenwich 027,0.110050251,0.027470687,0.00318258,0.015577889,East,Greenwich,E09000011,
Greenwich,72.13636364,,E02000340,Greenwich 028,0.14848883,0.044842313,0.009034166,0.028745072,East,Greenwich,E09000011,
Greenwich,72.13636364,,E02000341,Greenwich 029,0.235324743,0.111414812,0.010022127,0.011323702,East,Greenwich,E09000011,
Greenwich,72.13636364,,E02000342,Greenwich 030,0.187044785,0.060746939,0.014256935,0.016581435,East,Greenwich,E09000011,
Greenwich,72.13636364,,E02000343,Greenwich 031,0.198501873,0.081797753,0.008988764,0.017677903,East,Greenwich,E09000011,
Greenwich,72.13636364,,E02000344,Greenwich 032,0.166118679,0.057930171,0.01268201,0.019571004,East,Greenwich,E09000011,
Greenwich,72.13636364,,E02006786,Greenwich 033,0.417029301,0.237017697,0.01145924,0.036553525,East,Greenwich,E09000011,
Greenwich,72.13636364,,E02006927,Greenwich 034,0.29055923,0.129284426,0.010583283,0.020565244,East,Greenwich,E09000011,
Greenwich,72.13636364,,E02006928,Greenwich 035,0.41424874,0.17368206,0.011715025,0.031330881,East,Greenwich,E09000011,
Greenwich,72.13636364,,E02006929,Greenwich 036,0.379706275,0.124566088,0.020961282,0.056608812,East,Greenwich,E09000011,
Greenwich,72.13636364,,E02006930,Greenwich 037,0.22085048,0.057003506,0.008535284,0.021490626,East,Greenwich,E09000011,
Greenwich,72.13636364,,E02006931,Greenwich 038,0.26747224,0.121706945,0.006967124,0.017744394,East,Greenwich,E09000011,
Greenwich,,67.82727273,E02000313,Greenwich 001,0.507310387,0.407401767,0.007158087,0.008833384,East,Greenwich,E09000011,
Greenwich,,67.82727273,E02000314,Greenwich 002,0.610680644,0.438088727,0.017775752,0.018155576,East,Greenwich,E09000011,
Greenwich,,67.82727273,E02000315,Greenwich 003,0.477202643,0.348127753,0.014096916,0.019933921,East,Greenwich,E09000011,
Greenwich,,67.82727273,E02000316,Greenwich 004,0.468837209,0.241395349,0.017023256,0.030604651,East,Greenwich,E09000011,
Greenwich,,67.82727273,E02000317,Greenwich 005,0.517084827,0.313142174,0.020430108,0.017682198,East,Greenwich,E09000011,
Greenwich,,67.82727273,E02000318,Greenwich 006,0.649766308,0.231660232,0.050701077,0.086466165,East,Greenwich,E09000011,
Greenwich,,67.82727273,E02000319,Greenwich 007,0.584267615,0.273174733,0.041017227,0.071643424,East,Greenwich,E09000011,
Greenwich,,67.82727273,E02000320,Greenwich 008,0.443387681,0.247131643,0.016757246,0.028985507,East,Greenwich,E09000011,
Greenwich,,67.82727273,E02000321,Greenwich 009,0.497916667,0.276111111,0.021805556,0.028611111,East,Greenwich,E09000011,
Greenwich,,67.82727273,E02000323,Greenwich 011,0.609705827,0.327150084,0.028855162,0.056960839,East,Greenwich,E09000011,
Greenwich,,67.82727273,E02000324,Greenwich 012,0.398906357,0.176760082,0.024333561,0.026930964,East,Greenwich,E09000011,
Greenwich,,67.82727273,E02000326,Greenwich 014,0.323620934,0.132673267,0.015417256,0.037623762,East,Greenwich,E09000011,
Greenwich,,67.82727273,E02000327,Greenwich 015,0.524102564,0.332893773,0.013186813,0.014212454,East,Greenwich,E09000011,
Greenwich,,67.82727273,E02000328,Greenwich 016,0.183772328,0.065849228,0.004087193,0.021192855,East,Greenwich,E09000011,
Greenwich,,67.82727273,E02000329,Greenwich 017,0.359223301,0.16618123,0.025889968,0.053559871,East,Greenwich,E09000011,
Greenwich,,67.82727273,E02000331,Greenwich 019,0.352573107,0.15668497,0.01660069,0.036393819,East,Greenwich,E09000011,
Greenwich,,67.82727273,E02000332,Greenwich 020,0.31462843,0.158417207,0.015993382,0.034192748,East,Greenwich,E09000011,
