MSOA11CD,MSOA11NM,LocalAuthority,child_poverty_prop,Region,Borough,Code
E02000774,Redbridge 024,Redbridge,0.210734463,East,Redbridge,E09000026
E02000776,Redbridge 026,Redbridge,0.218500797,East,Redbridge,E09000026
E02000777,Redbridge 027,Redbridge,0.126916525,East,Redbridge,E09000026
E02000779,Redbridge 029,Redbridge,0.228437233,East,Redbridge,E09000026
E02000780,Redbridge 030,Redbridge,0.193594744,East,Redbridge,E09000026
E02000781,Redbridge 031,Redbridge,0.252578757,East,Redbridge,E09000026
E02000782,Redbridge 032,Redbridge,0.255742201,East,Redbridge,E09000026
E02000783,Redbridge 033,Redbridge,0.25033527,East,Redbridge,E09000026
E02000784,Richmond upon Thames 001,Richmond upon Thames,0.041770264, South,Richmond upon Thames,E09000027
E02000785,Richmond upon Thames 002,Richmond upon Thames,0.025450689, South,Richmond upon Thames,E09000027
E02000786,Richmond upon Thames 003,Richmond upon Thames,0.059141863, South,Richmond upon Thames,E09000027
E02000787,Richmond upon Thames 004,Richmond upon Thames,0.067377236, South,Richmond upon Thames,E09000027
E02000788,Richmond upon Thames 005,Richmond upon Thames,0.028214616, South,Richmond upon Thames,E09000027
E02000789,Richmond upon Thames 006,Richmond upon Thames,0.046698873, South,Richmond upon Thames,E09000027
E02000790,Richmond upon Thames 007,Richmond upon Thames,0.034526854, South,Richmond upon Thames,E09000027
E02000791,Richmond upon Thames 008,Richmond upon Thames,0.027731092, South,Richmond upon Thames,E09000027
E02000792,Richmond upon Thames 009,Richmond upon Thames,0.031337047, South,Richmond upon Thames,E09000027
E02000793,Richmond upon Thames 010,Richmond upon Thames,0.100967352, South,Richmond upon Thames,E09000027
E02000794,Richmond upon Thames 011,Richmond upon Thames,0.054362416, South,Richmond upon Thames,E09000027
E02000795,Richmond upon Thames 012,Richmond upon Thames,0.047914318, South,Richmond upon Thames,E09000027
E02000796,Richmond upon Thames 013,Richmond upon Thames,0.162809917, South,Richmond upon Thames,E09000027
E02000797,Richmond upon Thames 014,Richmond upon Thames,0.050248139, South,Richmond upon Thames,E09000027
E02000798,Richmond upon Thames 015,Richmond upon Thames,0.092846271, South,Richmond upon Thames,E09000027
E02000799,Richmond upon Thames 016,Richmond upon Thames,0.026251025, South,Richmond upon Thames,E09000027
E02000800,Richmond upon Thames 017,Richmond upon Thames,0.12599681, South,Richmond upon Thames,E09000027
E02000801,Richmond upon Thames 018,Richmond upon Thames,0.039579468, South,Richmond upon Thames,E09000027
E02000802,Richmond upon Thames 019,Richmond upon Thames,0.057268722, South,Richmond upon Thames,E09000027
E02000803,Richmond upon Thames 020,Richmond upon Thames,0.115890688, South,Richmond upon Thames,E09000027
E02000804,Richmond upon Thames 021,Richmond upon Thames,0.058181818, South,Richmond upon Thames,E09000027
E02000805,Richmond upon Thames 022,Richmond upon Thames,0.059427106, South,Richmond upon Thames,E09000027
E02000806,Richmond upon Thames 023,Richmond upon Thames,0.064659427, South,Richmond upon Thames,E09000027
E02000807,Southwark 001,Southwark,0.120833333,Central,Southwark,E09000028
E02000808,Southwark 002,Southwark,0.226728111,Central,Southwark,E09000028
E02000809,Southwark 003,Southwark,0.161856964,Central,Southwark,E09000028
E02000810,Southwark 004,Southwark,0.188451034,Central,Southwark,E09000028
E02000812,Southwark 006,Southwark,0.262971698,Central,Southwark,E09000028
E02000813,Southwark 007,Southwark,0.258271605,Central,Southwark,E09000028
E02000814,Southwark 008,Southwark,0.141503047,Central,Southwark,E09000028
E02000815,Southwark 009,Southwark,0.292410714,Central,Southwark,E09000028
E02000816,Southwark 010,Southwark,0.216772928,Central,Southwark,E09000028
E02000817,Southwark 011,Southwark,0.247638327,Central,Southwark,E09000028
E02000818,Southwark 012,Southwark,0.238131123,Central,Southwark,E09000028
E02000819,Southwark 013,Southwark,0.281322506,Central,Southwark,E09000028
E02000820,Southwark 014,Southwark,0.239802225,Central,Southwark,E09000028
E02000821,Southwark 015,Southwark,0.265324794,Central,Southwark,E09000028
E02000822,Southwark 016,Southwark,0.255095738,Central,Southwark,E09000028
E02000823,Southwark 017,Southwark,0.240880503,Central,Southwark,E09000028
E02000824,Southwark 018,Southwark,0.255639098,Central,Southwark,E09000028
E02000825,Southwark 019,Southwark,0.240359897,Central,Southwark,E09000028
E02000826,Southwark 020,Southwark,0.260371179,Central,Southwark,E09000028
E02000827,Southwark 021,Southwark,0.245462403,Central,Southwark,E09000028
E02000828,Southwark 022,Southwark,0.277310924,Central,Southwark,E09000028
E02000829,Southwark 023,Southwark,0.230434783,Central,Southwark,E09000028
E02000830,Southwark 024,Southwark,0.143051771,Central,Southwark,E09000028
E02000831,Southwark 025,Southwark,0.126768226,Central,Southwark,E09000028
E02000832,Southwark 026,Southwark,0.205291971,Central,Southwark,E09000028
E02000833,Southwark 027,Southwark,0.173326134,Central,Southwark,E09000028
E02000834,Southwark 028,Southwark,0.079229122,Central,Southwark,E09000028
E02000835,Southwark 029,Southwark,0.134385201,Central,Southwark,E09000028
E02000836,Southwark 030,Southwark,0.083857442,Central,Southwark,E09000028
E02000837,Southwark 031,Southwark,0.045856121,Central,Southwark,E09000028
E02000838,Southwark 032,Southwark,0.098572087,Central,Southwark,E09000028
E02000839,Southwark 033,Southwark,0.148469388,Central,Southwark,E09000028
E02000840,Sutton 001,Sutton,0.248100134, South,Sutton,E09000029
E02000841,Sutton 002,Sutton,0.227127902, South,Sutton,E09000029
E02000842,Sutton 003,Sutton,0.156521739, South,Sutton,E09000029
E02000843,Sutton 004,Sutton,0.128571429, South,Sutton,E09000029
E02000844,Sutton 005,Sutton,0.161626694, South,Sutton,E09000029
E02000845,Sutton 006,Sutton,0.094132545, South,Sutton,E09000029
E02000846,Sutton 007,Sutton,0.136189258, South,Sutton,E09000029
E02000847,Sutton 008,Sutton,0.092889908, South,Sutton,E09000029
E02000848,Sutton 009,Sutton,0.112155021, South,Sutton,E09000029
E02000849,Sutton 010,Sutton,0.120858896, South,Sutton,E09000029
E02000850,Sutton 011,Sutton,0.130978027, South,Sutton,E09000029
E02000851,Sutton 012,Sutton,0.194524496, South,Sutton,E09000029
E02000852,Sutton 013,Sutton,0.110585452, South,Sutton,E09000029
E02000853,Sutton 014,Sutton,0.112046291, South,Sutton,E09000029
E02000854,Sutton 015,Sutton,0.105769231, South,Sutton,E09000029
E02000855,Sutton 016,Sutton,0.078226858, South,Sutton,E09000029
E02000856,Sutton 017,Sutton,0.083953241, South,Sutton,E09000029
E02000857,Sutton 018,Sutton,0.099652375, South,Sutton,E09000029
E02000858,Sutton 019,Sutton,0.222222222, South,Sutton,E09000029
E02000859,Sutton 020,Sutton,0.11705121, South,Sutton,E09000029
E02000860,Sutton 021,Sutton,0.143026005, South,Sutton,E09000029
E02000861,Sutton 022,Sutton,0.056081081, South,Sutton,E09000029
E02000863,Sutton 024,Sutton,0.086181278, South,Sutton,E09000029
E02000864,Tower Hamlets 001,Tower Hamlets,0.264912281,East,Tower Hamlets,E09000030
E02000865,Tower Hamlets 002,Tower Hamlets,0.337997847,East,Tower Hamlets,E09000030
E02000866,Tower Hamlets 003,Tower Hamlets,0.211776348,East,Tower Hamlets,E09000030
E02000867,Tower Hamlets 004,Tower Hamlets,0.221548507,East,Tower Hamlets,E09000030
E02000868,Tower Hamlets 005,Tower Hamlets,0.364126251,East,Tower Hamlets,E09000030
E02000869,Tower Hamlets 006,Tower Hamlets,0.29592685,East,Tower Hamlets,E09000030
E02000870,Tower Hamlets 007,Tower Hamlets,0.305785124,East,Tower Hamlets,E09000030
E02000871,Tower Hamlets 008,Tower Hamlets,0.285310734,East,Tower Hamlets,E09000030
E02000872,Tower Hamlets 009,Tower Hamlets,0.350997506,East,Tower Hamlets,E09000030
E02000873,Tower Hamlets 010,Tower Hamlets,0.341486359,East,Tower Hamlets,E09000030
E02000874,Tower Hamlets 011,Tower Hamlets,0.310712283,East,Tower Hamlets,E09000030
E02000875,Tower Hamlets 012,Tower Hamlets,0.291322314,East,Tower Hamlets,E09000030
E02000876,Tower Hamlets 013,Tower Hamlets,0.327219369,East,Tower Hamlets,E09000030
E02000877,Tower Hamlets 014,Tower Hamlets,0.306216931,East,Tower Hamlets,E09000030
E02000878,Tower Hamlets 015,Tower Hamlets,0.325878594,East,Tower Hamlets,E09000030
E02000879,Tower Hamlets 016,Tower Hamlets,0.319332256,East,Tower Hamlets,E09000030
E02000880,Tower Hamlets 017,Tower Hamlets,0.313244048,East,Tower Hamlets,E09000030
E02000881,Tower Hamlets 018,Tower Hamlets,0.309119621,East,Tower Hamlets,E09000030
E02000882,Tower Hamlets 019,Tower Hamlets,0.306302844,East,Tower Hamlets,E09000030
E02000883,Tower Hamlets 020,Tower Hamlets,0.276155718,East,Tower Hamlets,E09000030
E02000884,Tower Hamlets 021,Tower Hamlets,0.285279188,East,Tower Hamlets,E09000030
E02000885,Tower Hamlets 022,Tower Hamlets,0.31846068,East,Tower Hamlets,E09000030
E02000886,Tower Hamlets 023,Tower Hamlets,0.246104245,East,Tower Hamlets,E09000030
E02000887,Tower Hamlets 024,Tower Hamlets,0.252141144,East,Tower Hamlets,E09000030
E02000888,Tower Hamlets 025,Tower Hamlets,0.261870504,East,Tower Hamlets,E09000030
E02000889,Tower Hamlets 026,Tower Hamlets,0.283704572,East,Tower Hamlets,E09000030
E02000890,Tower Hamlets 027,Tower Hamlets,0.146399055,East,Tower Hamlets,E09000030
E02000891,Tower Hamlets 028,Tower Hamlets,0.181720718,East,Tower Hamlets,E09000030
E02000893,Tower Hamlets 030,Tower Hamlets,0.202474691,East,Tower Hamlets,E09000030
E02000894,Tower Hamlets 031,Tower Hamlets,0.145362252,East,Tower Hamlets,E09000030
E02000895,Waltham Forest 001,Waltham Forest,0.23286802,East,Waltham Forest,E09000031
E02000896,Waltham Forest 002,Waltham Forest,0.120678818,East,Waltham Forest,E09000031
E02000897,Waltham Forest 003,Waltham Forest,0.233654877,East,Waltham Forest,E09000031
E02000898,Waltham Forest 004,Waltham Forest,0.162887828,East,Waltham Forest,E09000031
E02000899,Waltham Forest 005,Waltham Forest,0.216500878,East,Waltham Forest,E09000031
E02000900,Waltham Forest 006,Waltham Forest,0.251587689,East,Waltham Forest,E09000031
E02000901,Waltham Forest 007,Waltham Forest,0.156517817,East,Waltham Forest,E09000031
E02000902,Waltham Forest 008,Waltham Forest,0.206446348,East,Waltham Forest,E09000031
E02000903,Waltham Forest 009,Waltham Forest,0.286221871,East,Waltham Forest,E09000031
E02000904,Waltham Forest 010,Waltham Forest,0.213747646,East,Waltham Forest,E09000031
E02000905,Waltham Forest 011,Waltham Forest,0.208333333,East,Waltham Forest,E09000031
E02000906,Waltham Forest 012,Waltham Forest,0.281594572,East,Waltham Forest,E09000031
E02000907,Waltham Forest 013,Waltham Forest,0.259171996,East,Waltham Forest,E09000031
E02000908,Waltham Forest 014,Waltham Forest,0.20952381,East,Waltham Forest,E09000031
E02000909,Waltham Forest 015,Waltham Forest,0.18296837,East,Waltham Forest,E09000031
E02000910,Waltham Forest 016,Waltham Forest,0.237877402,East,Waltham Forest,E09000031
E02000911,Waltham Forest 017,Waltham Forest,0.273692489,East,Waltham Forest,E09000031
E02000912,Waltham Forest 018,Waltham Forest,0.255720054,East,Waltham Forest,E09000031
E02000913,Waltham Forest 019,Waltham Forest,0.21278826,East,Waltham Forest,E09000031
E02000914,Waltham Forest 020,Waltham Forest,0.324007561,East,Waltham Forest,E09000031
E02000915,Waltham Forest 021,Waltham Forest,0.180424528,East,Waltham Forest,E09000031
E02000916,Waltham Forest 022,Waltham Forest,0.243787489,East,Waltham Forest,E09000031
E02000917,Waltham Forest 023,Waltham Forest,0.172158155,East,Waltham Forest,E09000031
E02000918,Waltham Forest 024,Waltham Forest,0.228585657,East,Waltham Forest,E09000031
E02000919,Waltham Forest 025,Waltham Forest,0.225555556,East,Waltham Forest,E09000031
E02000920,Waltham Forest 026,Waltham Forest,0.263992537,East,Waltham Forest,E09000031
E02000921,Waltham Forest 027,Waltham Forest,0.298622366,East,Waltham Forest,E09000031
E02000922,Waltham Forest 028,Waltham Forest,0.243231047,East,Waltham Forest,E09000031
E02000923,Wandsworth 001,Wandsworth,0.107517483, South,Wandsworth,E09000032
E02000924,Wandsworth 002,Wandsworth,0.209511568, South,Wandsworth,E09000032
E02000925,Wandsworth 003,Wandsworth,0.201273885, South,Wandsworth,E09000032
E02000926,Wandsworth 004,Wandsworth,0.118327974, South,Wandsworth,E09000032
E02000927,Wandsworth 005,Wandsworth,0.124260355, South,Wandsworth,E09000032
E02000928,Wandsworth 006,Wandsworth,0.046200608, South,Wandsworth,E09000032
E02000929,Wandsworth 007,Wandsworth,0.298545225, South,Wandsworth,E09000032
E02000930,Wandsworth 008,Wandsworth,0.113249445, South,Wandsworth,E09000032
E02000931,Wandsworth 009,Wandsworth,0.026172301, South,Wandsworth,E09000032
E02000932,Wandsworth 010,Wandsworth,0.064643058, South,Wandsworth,E09000032
E02000933,Wandsworth 011,Wandsworth,0.052253429, South,Wandsworth,E09000032
E02000934,Wandsworth 012,Wandsworth,0.117539027, South,Wandsworth,E09000032
E02000935,Wandsworth 013,Wandsworth,0.293082524, South,Wandsworth,E09000032
E02000936,Wandsworth 014,Wandsworth,0.120760959, South,Wandsworth,E09000032
E02000937,Wandsworth 015,Wandsworth,0.033818939, South,Wandsworth,E09000032
E02000938,Wandsworth 016,Wandsworth,0.163194444, South,Wandsworth,E09000032
E02000939,Wandsworth 017,Wandsworth,0.0472167, South,Wandsworth,E09000032
E02000940,Wandsworth 018,Wandsworth,0.173747622, South,Wandsworth,E09000032
E02000941,Wandsworth 019,Wandsworth,0.067364588, South,Wandsworth,E09000032
E02000942,Wandsworth 020,Wandsworth,0.055165496, South,Wandsworth,E09000032
E02000943,Wandsworth 021,Wandsworth,0.06971831, South,Wandsworth,E09000032
E02000944,Wandsworth 022,Wandsworth,0.215131579, South,Wandsworth,E09000032
E02000945,Wandsworth 023,Wandsworth,0.258064516, South,Wandsworth,E09000032
E02000946,Wandsworth 024,Wandsworth,0.13880814, South,Wandsworth,E09000032
E02000947,Wandsworth 025,Wandsworth,0.053, South,Wandsworth,E09000032
E02000948,Wandsworth 026,Wandsworth,0.080623306, South,Wandsworth,E09000032
E02000949,Wandsworth 027,Wandsworth,0.038525041, South,Wandsworth,E09000032
E02000950,Wandsworth 028,Wandsworth,0.136333554, South,Wandsworth,E09000032
E02000951,Wandsworth 029,Wandsworth,0.09632572, South,Wandsworth,E09000032
E02000952,Wandsworth 030,Wandsworth,0.090056285, South,Wandsworth,E09000032
E02000953,Wandsworth 031,Wandsworth,0.073438572, South,Wandsworth,E09000032
E02000954,Wandsworth 032,Wandsworth,0.105540897, South,Wandsworth,E09000032
E02000955,Wandsworth 033,Wandsworth,0.142289348, South,Wandsworth,E09000032
E02000956,Wandsworth 034,Wandsworth,0.17397454, South,Wandsworth,E09000032
E02000957,Wandsworth 035,Wandsworth,0.128651973, South,Wandsworth,E09000032
E02000958,Wandsworth 036,Wandsworth,0.113270405, South,Wandsworth,E09000032
E02000959,Wandsworth 037,Wandsworth,0.146579805, South,Wandsworth,E09000032
E02000960,Westminster 001,Westminster,0.03362391,Central,Westminster,E09000033
E02000961,Westminster 002,Westminster,0.060663869,Central,Westminster,E09000033
E02000962,Westminster 003,Westminster,0.035921817,Central,Westminster,E09000033
E02000963,Westminster 004,Westminster,0.196777906,Central,Westminster,E09000033
E02000964,Westminster 005,Westminster,0.177390686,Central,Westminster,E09000033
E02000965,Westminster 006,Westminster,0.048848961,Central,Westminster,E09000033
E02000966,Westminster 007,Westminster,0.044371789,Central,Westminster,E09000033
E02000967,Westminster 008,Westminster,0.034223135,Central,Westminster,E09000033
E02000968,Westminster 009,Westminster,0.210014306,Central,Westminster,E09000033
E02000969,Westminster 010,Westminster,0.192083818,Central,Westminster,E09000033
E02000970,Westminster 011,Westminster,0.032033426,Central,Westminster,E09000033
E02000971,Westminster 012,Westminster,0.059496568,Central,Westminster,E09000033
E02000972,Westminster 013,Westminster,0.086837294,Central,Westminster,E09000033
E02000973,Westminster 014,Westminster,0.057428872,Central,Westminster,E09000033
E02000974,Westminster 015,Westminster,0.061538462,Central,Westminster,E09000033
E02000975,Westminster 016,Westminster,0.043350478,Central,Westminster,E09000033
E02000976,Westminster 017,Westminster,0.076871658,Central,Westminster,E09000033
E02000977,Westminster 018,Westminster,0.101049869,Central,Westminster,E09000033
E02000978,Westminster 019,Westminster,0.023545706,Central,Westminster,E09000033
E02000979,Westminster 020,Westminster,0.073245952,Central,Westminster,E09000033
E02000980,Westminster 021,Westminster,0.14797136,Central,Westminster,E09000033
E02000981,Westminster 022,Westminster,0.097116844,Central,Westminster,E09000033
E02000982,Westminster 023,Westminster,0.138826185,Central,Westminster,E09000033
E02000983,Westminster 024,Westminster,0.134081902,Central,Westminster,E09000033
E02006782,Bromley 040,Bromley,0.176721511,South,Bromley,E09000006
E02006783,Lewisham 037,Lewisham,0.261133603,East,Lewisham,E09000023
E02006784,Lewisham 038,Lewisham,0.230726567,East,Lewisham,E09000023
E02006785,Bexley 029,Bexley,0.156528792,East,Bexley,E09000004
E02006786,Greenwich 033,Greenwich,0.217007178,East,Greenwich,E09000011
E02006787,Bromley 041,Bromley,0.089784946,South,Bromley,E09000006
E02006788,Croydon 045,Croydon,0.234848485,South,Croydon,E09000008
E02006789,Bromley 042,Bromley,0.158038147,South,Bromley,E09000006
E02006791,Ealing 040,Ealing,0.076027929,West,Ealing,E09000009
E02006792,Hounslow 029,Hounslow,0.078853047,West,Hounslow,E09000018
E02006793,Enfield 037,Enfield,0.258064516,North,Enfield,E09000010
E02006794,Haringey 037,Haringey,0.289790459,North,Haringey,E09000014
E02006795,Harrow 032,Harrow,0.145421903,West,Harrow,E09000015
E02006796,Hillingdon 033,Hillingdon,0.178905865,West,Hillingdon,E09000017
E02006798,Lewisham 039,Lewisham,0.330169492,East,Lewisham,E09000023
E02006799,Barking and Dagenham 023,Barking and Dagenham,0.262193126,East,Barking and Dagenham,E09000002
E02006800,Redbridge 034,Redbridge,0.232564679,East,Redbridge,E09000026
E02006801,Lambeth 036,Lambeth,0.241675618,Central,Lambeth,E09000022
E02006802,Southwark 034,Southwark,0.228695652,Central,Southwark,E09000028
E02006836,Sutton 025,Sutton,0.059655597, South,Sutton,E09000029
E02006853,Tower Hamlets 032,Tower Hamlets,0.238428418,East,Tower Hamlets,E09000030
E02006854,Tower Hamlets 033,Tower Hamlets,0.160034602,East,Tower Hamlets,E09000030
E02006882,Harrow 033,Harrow,0.206024544,West,Harrow,E09000015
E02006918,Hackney 028,Hackney,0.177904143,East,Hackney,E09000012
E02006921,Hackney 029,Hackney,0.173155738,East,Hackney,E09000012
E02006924,Redbridge 035,Redbridge,0.207074429,East,Redbridge,E09000026
E02006925,Redbridge 036,Redbridge,0.159380379,East,Redbridge,E09000026
E02006927,Greenwich 034,Greenwich,0.139949109,East,Greenwich,E09000011
E02006928,Greenwich 035,Greenwich,0.20170052,East,Greenwich,E09000011
E02006929,Greenwich 036,Greenwich,0.135365854,East,Greenwich,E09000011
E02006930,Greenwich 037,Greenwich,0.106051873,East,Greenwich,E09000011
E02006931,Greenwich 038,Greenwich,0.156390135,East,Greenwich,E09000011
